兑换码批次id	兑换码类型	兑换码数据	礼包组	使用等级上限	使用日期区间	数量
30301004	1		30007:2	100	2016/08/03:2026/08/31	1
30301005	1		30007:2	100	2016/08/03:2026/08/31	1
30301006	1		30007:2	100	2016/08/03:2026/08/31	1
30301007	1		30007:2	100	2016/08/03:2026/08/31	1
30301008	1		30007:2	100	2016/08/03:2026/08/31	1
30301009	1		30007:2	100	2016/08/03:2026/08/31	1
30301010	1		30007:2	100	2016/08/03:2026/08/31	1
30301011	1		30007:2	100	2016/08/03:2026/08/31	1
30301012	1		30007:2	100	2016/08/03:2026/08/31	1
30301013	1		30007:2	100	2016/08/03:2026/08/31	1
30301014	1		30007:2	100	2016/08/03:2026/08/31	1
30301015	1		30007:2	100	2016/08/03:2026/08/31	1
30301016	1		30007:2	100	2016/08/03:2026/08/31	1
30301017	1		30007:2	100	2016/08/03:2026/08/31	1
30301018	1		30007:2	100	2016/08/03:2026/08/31	1
30301019	1		30007:2	100	2016/08/03:2026/08/31	1
30301020	1		30007:2	100	2016/08/03:2026/08/31	1
30301021	1		30007:2	100	2016/08/03:2026/08/31	1
30301022	1		30007:2	100	2016/08/03:2026/08/31	1
30301023	1		30007:2	100	2016/08/03:2026/08/31	1
30301024	1		30007:2	100	2016/08/03:2026/08/31	1
30301025	1		30007:2	100	2016/08/03:2026/08/31	1
30301026	1		30007:2	100	2016/08/03:2026/08/31	1
30301027	1		30007:2	100	2016/08/03:2026/08/31	1
30301028	1		30007:2	100	2016/08/03:2026/08/31	1
30301029	1		30007:2	100	2016/08/03:2026/08/31	1
30301030	1		30007:2	100	2016/08/03:2026/08/31	1
30301031	1		30007:2	100	2016/08/03:2026/08/31	1
30301032	1		30007:2	100	2016/08/03:2026/08/31	1
30301033	1		30007:2	100	2016/08/03:2026/08/31	1
30301034	1		30007:2	100	2016/08/03:2026/08/31	1
30301035	1		30007:2	100	2016/08/03:2026/08/31	1
30301036	1		30007:2	100	2016/08/03:2026/08/31	1
30301037	1		30007:2	100	2016/08/03:2026/08/31	1
30301038	1		30007:2	100	2016/08/03:2026/08/31	1
30301039	1		30007:2	100	2016/08/03:2026/08/31	1
30301040	1		30007:2	100	2016/08/03:2026/08/31	1
30301041	1		30007:2	100	2016/08/03:2026/08/31	1
30301042	1		30007:2	100	2016/08/03:2026/08/31	1
30301043	1		30007:2	100	2016/08/03:2026/08/31	1
30301044	1		30007:2	100	2016/08/03:2026/08/31	1
30301045	1		30007:2	100	2016/08/03:2026/08/31	1
30301046	1		30007:2	100	2016/08/03:2026/08/31	1
30301047	1		30007:2	100	2016/08/03:2026/08/31	1
30301048	1		30007:2	100	2016/08/03:2026/08/31	1
30301049	1		30007:2	100	2016/08/03:2026/08/31	1
30301050	1		30007:2	100	2016/08/03:2026/08/31	1
30301051	1		30007:2	100	2016/08/03:2026/08/31	1
30301052	1		30007:2	100	2016/08/03:2026/08/31	1
30301053	1		30007:2	100	2016/08/03:2026/08/31	1
30301054	1		30007:2	100	2016/08/03:2026/08/31	1
30301055	1		30007:2	100	2016/08/03:2026/08/31	1
30301056	1		30007:2	100	2016/08/03:2026/08/31	1
30301057	1		30007:2	100	2016/08/03:2026/08/31	1
30301058	1		30007:2	100	2016/08/03:2026/08/31	1
30301059	1		30007:2	100	2016/08/03:2026/08/31	1
30301060	1		30007:2	100	2016/08/03:2026/08/31	1
30301061	1		30007:2	100	2016/08/03:2026/08/31	1
30301062	1		30007:2	100	2016/08/03:2026/08/31	1
30301063	1		30007:2	100	2016/08/03:2026/08/31	1
30301064	1		30007:2	100	2016/08/03:2026/08/31	1
30301065	1		30007:2	100	2016/08/03:2026/08/31	1
30301066	1		30007:2	100	2016/08/03:2026/08/31	1
30301067	1		30007:2	100	2016/08/03:2026/08/31	1
30301068	1		30007:2	100	2016/08/03:2026/08/31	1
30301069	1		30007:2	100	2016/08/03:2026/08/31	1
30301070	1		30007:2	100	2016/08/03:2026/08/31	1
30301071	1		30007:2	100	2016/08/03:2026/08/31	1
30301072	1		30007:2	100	2016/08/03:2026/08/31	1
30301073	1		30007:2	100	2016/08/03:2026/08/31	1
30301074	1		30007:2	100	2016/08/03:2026/08/31	1
30301075	1		30007:2	100	2016/08/03:2026/08/31	1
30301076	1		30007:2	100	2016/08/03:2026/08/31	1
30301077	1		30007:2	100	2016/08/03:2026/08/31	1
30301078	1		30007:2	100	2016/08/03:2026/08/31	1
30301079	1		30007:2	100	2016/08/03:2026/08/31	1
30301080	1		30007:2	100	2016/08/03:2026/08/31	1
30301081	1		30007:2	100	2016/08/03:2026/08/31	1
30301082	1		30007:2	100	2016/08/03:2026/08/31	1
30301083	1		30007:2	100	2016/08/03:2026/08/31	1
30301084	1		30007:2	100	2016/08/03:2026/08/31	1
30301085	1		30007:2	100	2016/08/03:2026/08/31	1
30301086	1		30007:2	100	2016/08/03:2026/08/31	1
30301087	1		30007:2	100	2016/08/03:2026/08/31	1
30301088	1		30007:2	100	2016/08/03:2026/08/31	1
30301089	1		30007:2	100	2016/08/03:2026/08/31	1
30301090	1		30007:2	100	2016/08/03:2026/08/31	1
30301091	1		30007:2	100	2016/08/03:2026/08/31	1
30301092	1		30007:2	100	2016/08/03:2026/08/31	1
30301093	1		30007:2	100	2016/08/03:2026/08/31	1
30301094	1		30007:2	100	2016/08/03:2026/08/31	1
30301095	1		30007:2	100	2016/08/03:2026/08/31	1
30301096	1		30007:2	100	2016/08/03:2026/08/31	1
30301097	1		30007:2	100	2016/08/03:2026/08/31	1
30301098	1		30007:2	100	2016/08/03:2026/08/31	1
30301099	1		30007:2	100	2016/08/03:2026/08/31	1
30301100	1		30007:2	100	2016/08/03:2026/08/31	1
30301101	1		30007:2	100	2016/08/03:2026/08/31	1
30301102	1		30007:2	100	2016/08/03:2026/08/31	1
30301103	1		30007:2	100	2016/08/03:2026/08/31	1
30301104	1		30007:2	100	2016/08/03:2026/08/31	1
30301105	1		30007:2	100	2016/08/03:2026/08/31	1
30301106	1		30007:2	100	2016/08/03:2026/08/31	1
30301107	1		30007:2	100	2016/08/03:2026/08/31	1
30301108	1		30007:2	100	2016/08/03:2026/08/31	1
30301109	1		30007:2	100	2016/08/03:2026/08/31	1
30301110	1		30007:2	100	2016/08/03:2026/08/31	1
30301111	1		30007:2	100	2016/08/03:2026/08/31	1
30301112	1		30007:2	100	2016/08/03:2026/08/31	1
30301113	1		30007:2	100	2016/08/03:2026/08/31	1
30301114	1		30007:2	100	2016/08/03:2026/08/31	1
30301115	1		30007:2	100	2016/08/03:2026/08/31	1
30301116	1		30007:2	100	2016/08/03:2026/08/31	1
30301117	1		30007:2	100	2016/08/03:2026/08/31	1
30301118	1		30007:2	100	2016/08/03:2026/08/31	1
30301119	1		30007:2	100	2016/08/03:2026/08/31	1
30301120	1		30007:2	100	2016/08/03:2026/08/31	1
30301121	1		30007:2	100	2016/08/03:2026/08/31	1
30301122	1		30007:2	100	2016/08/03:2026/08/31	1
30301123	1		30007:2	100	2016/08/03:2026/08/31	1
30301124	1		30007:2	100	2016/08/03:2026/08/31	1
30301125	1		30007:2	100	2016/08/03:2026/08/31	1
30301126	1		30007:2	100	2016/08/03:2026/08/31	1
30301127	1		30007:2	100	2016/08/03:2026/08/31	1
30301128	1		30007:2	100	2016/08/03:2026/08/31	1
30301129	1		30007:2	100	2016/08/03:2026/08/31	1
30301130	1		30007:2	100	2016/08/03:2026/08/31	1
30301131	1		30007:2	100	2016/08/03:2026/08/31	1
30301132	1		30007:2	100	2016/08/03:2026/08/31	1
30301133	1		30007:2	100	2016/08/03:2026/08/31	1
30301134	1		30007:2	100	2016/08/03:2026/08/31	1
30301135	1		30007:2	100	2016/08/03:2026/08/31	1
30301136	1		30007:2	100	2016/08/03:2026/08/31	1
30301137	1		30007:2	100	2016/08/03:2026/08/31	1
30301138	1		30007:2	100	2016/08/03:2026/08/31	1
30301139	1		30007:2	100	2016/08/03:2026/08/31	1
30301140	1		30007:2	100	2016/08/03:2026/08/31	1
30301141	1		30007:2	100	2016/08/03:2026/08/31	1
30301142	1		30007:2	100	2016/08/03:2026/08/31	1
30301143	1		30007:2	100	2016/08/03:2026/08/31	1
30301144	1		30007:2	100	2016/08/03:2026/08/31	1
30301145	1		30007:2	100	2016/08/03:2026/08/31	1
30301146	1		30007:2	100	2016/08/03:2026/08/31	1
30301147	1		30007:2	100	2016/08/03:2026/08/31	1
30301148	1		30007:2	100	2016/08/03:2026/08/31	1
30301149	1		30007:2	100	2016/08/03:2026/08/31	1
30301150	1		30007:2	100	2016/08/03:2026/08/31	1
30301151	1		30007:2	100	2016/08/03:2026/08/31	1
30301152	1		30007:2	100	2016/08/03:2026/08/31	1
30301153	1		30007:2	100	2016/08/03:2026/08/31	1
30301154	1		30007:2	100	2016/08/03:2026/08/31	1
30301155	1		30007:2	100	2016/08/03:2026/08/31	1
30301156	1		30007:2	100	2016/08/03:2026/08/31	1
30301157	1		30007:2	100	2016/08/03:2026/08/31	1
30301158	1		30007:2	100	2016/08/03:2026/08/31	1
30301159	1		30007:2	100	2016/08/03:2026/08/31	1
30301160	1		30007:2	100	2016/08/03:2026/08/31	1
30301161	1		30007:2	100	2016/08/03:2026/08/31	1
30301162	1		30007:2	100	2016/08/03:2026/08/31	1
30301163	1		30007:2	100	2016/08/03:2026/08/31	1
30301164	1		30007:2	100	2016/08/03:2026/08/31	1
30301165	1		30007:2	100	2016/08/03:2026/08/31	1
30301166	1		30007:2	100	2016/08/03:2026/08/31	1
30301167	1		30007:2	100	2016/08/03:2026/08/31	1
30301168	1		30007:2	100	2016/08/03:2026/08/31	1
30301169	1		30007:2	100	2016/08/03:2026/08/31	1
30301170	1		30007:2	100	2016/08/03:2026/08/31	1
30301171	1		30007:2	100	2016/08/03:2026/08/31	1
30301172	1		30007:2	100	2016/08/03:2026/08/31	1
30301173	1		30007:2	100	2016/08/03:2026/08/31	1
30301174	1		30007:2	100	2016/08/03:2026/08/31	1
30301175	1		30007:2	100	2016/08/03:2026/08/31	1
30301176	1		30007:2	100	2016/08/03:2026/08/31	1
30301177	1		30007:2	100	2016/08/03:2026/08/31	1
30301178	1		30007:2	100	2016/08/03:2026/08/31	1
30301179	1		30007:2	100	2016/08/03:2026/08/31	1
30301180	1		30007:2	100	2016/08/03:2026/08/31	1
30301181	1		30007:2	100	2016/08/03:2026/08/31	1
30301182	1		30007:2	100	2016/08/03:2026/08/31	1
30301183	1		30007:2	100	2016/08/03:2026/08/31	1
30301184	1		30007:2	100	2016/08/03:2026/08/31	1
30301185	1		30007:2	100	2016/08/03:2026/08/31	1
30301186	1		30007:2	100	2016/08/03:2026/08/31	1
30301187	1		30007:2	100	2016/08/03:2026/08/31	1
30301188	1		30007:2	100	2016/08/03:2026/08/31	1
30301189	1		30007:2	100	2016/08/03:2026/08/31	1
30301190	1		30007:2	100	2016/08/03:2026/08/31	1
30301191	1		30007:2	100	2016/08/03:2026/08/31	1
30301192	1		30007:2	100	2016/08/03:2026/08/31	1
30301193	1		30007:2	100	2016/08/03:2026/08/31	1
30301194	1		30007:2	100	2016/08/03:2026/08/31	1
30301195	1		30007:2	100	2016/08/03:2026/08/31	1
30301196	1		30007:2	100	2016/08/03:2026/08/31	1
30301197	1		30007:2	100	2016/08/03:2026/08/31	1
30301198	1		30007:2	100	2016/08/03:2026/08/31	1
30301199	1		30007:2	100	2016/08/03:2026/08/31	1
30301200	1		30007:2	100	2016/08/03:2026/08/31	1
30301201	1		30007:2	100	2016/08/03:2026/08/31	1
30301202	1		30007:2	100	2016/08/03:2026/08/31	1
30301203	1		30007:2	100	2016/08/03:2026/08/31	1
30301204	1		30007:2	100	2016/08/03:2026/08/31	1
30301205	1		30007:2	100	2016/08/03:2026/08/31	1
30301206	1		30007:2	100	2016/08/03:2026/08/31	1
30301207	1		30007:2	100	2016/08/03:2026/08/31	1
30301208	1		30007:2	100	2016/08/03:2026/08/31	1
30301209	1		30007:2	100	2016/08/03:2026/08/31	1
30301210	1		30007:2	100	2016/08/03:2026/08/31	1
30301211	1		30007:2	100	2016/08/03:2026/08/31	1
30301212	1		30007:2	100	2016/08/03:2026/08/31	1
30301213	1		30007:2	100	2016/08/03:2026/08/31	1
30301214	1		30007:2	100	2016/08/03:2026/08/31	1
30301215	1		30007:2	100	2016/08/03:2026/08/31	1
30301216	1		30007:2	100	2016/08/03:2026/08/31	1
30301217	1		30007:2	100	2016/08/03:2026/08/31	1
30301218	1		30007:2	100	2016/08/03:2026/08/31	1
30301219	1		30007:2	100	2016/08/03:2026/08/31	1
30301220	1		30007:2	100	2016/08/03:2026/08/31	1
30301221	1		30007:2	100	2016/08/03:2026/08/31	1
30301222	1		30007:2	100	2016/08/03:2026/08/31	1
30301223	1		30007:2	100	2016/08/03:2026/08/31	1
30301224	1		30007:2	100	2016/08/03:2026/08/31	1
30301225	1		30007:2	100	2016/08/03:2026/08/31	1
30301226	1		30007:2	100	2016/08/03:2026/08/31	1
30301227	1		30007:2	100	2016/08/03:2026/08/31	1
30301228	1		30007:2	100	2016/08/03:2026/08/31	1
30301229	1		30007:2	100	2016/08/03:2026/08/31	1
30301230	1		30007:2	100	2016/08/03:2026/08/31	1
30301231	1		30007:2	100	2016/08/03:2026/08/31	1
30301232	1		30007:2	100	2016/08/03:2026/08/31	1
30301233	1		30007:2	100	2016/08/03:2026/08/31	1
30301234	1		30007:2	100	2016/08/03:2026/08/31	1
30301235	1		30007:2	100	2016/08/03:2026/08/31	1
30301236	1		30007:2	100	2016/08/03:2026/08/31	1
30301237	1		30007:2	100	2016/08/03:2026/08/31	1
30301238	1		30007:2	100	2016/08/03:2026/08/31	1
30301239	1		30007:2	100	2016/08/03:2026/08/31	1
30301240	1		30007:2	100	2016/08/03:2026/08/31	1
30301241	1		30007:2	100	2016/08/03:2026/08/31	1
30301242	1		30007:2	100	2016/08/03:2026/08/31	1
30301243	1		30007:2	100	2016/08/03:2026/08/31	1
30301244	1		30007:2	100	2016/08/03:2026/08/31	1
30301245	1		30007:2	100	2016/08/03:2026/08/31	1
30301246	1		30007:2	100	2016/08/03:2026/08/31	1
30301247	1		30007:2	100	2016/08/03:2026/08/31	1
30301248	1		30007:2	100	2016/08/03:2026/08/31	1
30301249	1		30007:2	100	2016/08/03:2026/08/31	1
30301250	1		30007:2	100	2016/08/03:2026/08/31	1
30301251	1		30007:2	100	2016/08/03:2026/08/31	1
30301252	1		30007:2	100	2016/08/03:2026/08/31	1
30301253	1		30007:2	100	2016/08/03:2026/08/31	1
30301254	1		30007:2	100	2016/08/03:2026/08/31	1
30301255	1		30007:2	100	2016/08/03:2026/08/31	1
30301256	1		30007:2	100	2016/08/03:2026/08/31	1
30301257	1		30007:2	100	2016/08/03:2026/08/31	1
30301258	1		30007:2	100	2016/08/03:2026/08/31	1
30301259	1		30007:2	100	2016/08/03:2026/08/31	1
30301260	1		30007:2	100	2016/08/03:2026/08/31	1
30301261	1		30007:2	100	2016/08/03:2026/08/31	1
30301262	1		30007:2	100	2016/08/03:2026/08/31	1
30301263	1		30007:2	100	2016/08/03:2026/08/31	1
30301264	1		30007:2	100	2016/08/03:2026/08/31	1
30301265	1		30007:2	100	2016/08/03:2026/08/31	1
30301266	1		30007:2	100	2016/08/03:2026/08/31	1
30301267	1		30007:2	100	2016/08/03:2026/08/31	1
30301268	1		30007:2	100	2016/08/03:2026/08/31	1
30301269	1		30007:2	100	2016/08/03:2026/08/31	1
30301270	1		30007:2	100	2016/08/03:2026/08/31	1
30301271	1		30007:2	100	2016/08/03:2026/08/31	1
30301272	1		30007:2	100	2016/08/03:2026/08/31	1
30301273	1		30007:2	100	2016/08/03:2026/08/31	1
30301274	1		30007:2	100	2016/08/03:2026/08/31	1
30301275	1		30007:2	100	2016/08/03:2026/08/31	1
30301276	1		30007:2	100	2016/08/03:2026/08/31	1
30301277	1		30007:2	100	2016/08/03:2026/08/31	1
30301278	1		30007:2	100	2016/08/03:2026/08/31	1
30301279	1		30007:2	100	2016/08/03:2026/08/31	1
30301280	1		30007:2	100	2016/08/03:2026/08/31	1
30301281	1		30007:2	100	2016/08/03:2026/08/31	1
30301282	1		30007:2	100	2016/08/03:2026/08/31	1
30301283	1		30007:2	100	2016/08/03:2026/08/31	1
30301284	1		30007:2	100	2016/08/03:2026/08/31	1
30301285	1		30007:2	100	2016/08/03:2026/08/31	1
30301286	1		30007:2	100	2016/08/03:2026/08/31	1
30301287	1		30007:2	100	2016/08/03:2026/08/31	1
30301288	1		30007:2	100	2016/08/03:2026/08/31	1
30301289	1		30007:2	100	2016/08/03:2026/08/31	1
30301290	1		30007:2	100	2016/08/03:2026/08/31	1
30301291	1		30007:2	100	2016/08/03:2026/08/31	1
30301292	1		30007:2	100	2016/08/03:2026/08/31	1
30301293	1		30007:2	100	2016/08/03:2026/08/31	1
30301294	1		30007:2	100	2016/08/03:2026/08/31	1
30301295	1		30007:2	100	2016/08/03:2026/08/31	1
30301296	1		30007:2	100	2016/08/03:2026/08/31	1
30301297	1		30007:2	100	2016/08/03:2026/08/31	1
30301298	1		30007:2	100	2016/08/03:2026/08/31	1
30301299	1		30007:2	100	2016/08/03:2026/08/31	1
30301300	1		30007:2	100	2016/08/03:2026/08/31	1
30301301	1		30007:2	100	2016/08/03:2026/08/31	1
30301302	1		30007:2	100	2016/08/03:2026/08/31	1
30301303	1		30007:2	100	2016/08/03:2026/08/31	1
30301304	1		30007:2	100	2016/08/03:2026/08/31	1
30301305	1		30007:2	100	2016/08/03:2026/08/31	1
30301306	1		30007:2	100	2016/08/03:2026/08/31	1
30301307	1		30007:2	100	2016/08/03:2026/08/31	1
30301308	1		30007:2	100	2016/08/03:2026/08/31	1
30301309	1		30007:2	100	2016/08/03:2026/08/31	1
30301310	1		30007:2	100	2016/08/03:2026/08/31	1
30301311	1		30007:2	100	2016/08/03:2026/08/31	1
30301312	1		30007:2	100	2016/08/03:2026/08/31	1
30301313	1		30007:2	100	2016/08/03:2026/08/31	1
30301314	1		30007:2	100	2016/08/03:2026/08/31	1
30301315	1		30007:2	100	2016/08/03:2026/08/31	1
30301316	1		30007:2	100	2016/08/03:2026/08/31	1
30301317	1		30007:2	100	2016/08/03:2026/08/31	1
30301318	1		30007:2	100	2016/08/03:2026/08/31	1
30301319	1		30007:2	100	2016/08/03:2026/08/31	1
30301320	1		30007:2	100	2016/08/03:2026/08/31	1
30301321	1		30007:2	100	2016/08/03:2026/08/31	1
30301322	1		30007:2	100	2016/08/03:2026/08/31	1
30301323	1		30007:2	100	2016/08/03:2026/08/31	1
30301324	1		30007:2	100	2016/08/03:2026/08/31	1
30301325	1		30007:2	100	2016/08/03:2026/08/31	1
30301326	1		30007:2	100	2016/08/03:2026/08/31	1
30301327	1		30007:2	100	2016/08/03:2026/08/31	1
30301328	1		30007:2	100	2016/08/03:2026/08/31	1
30301329	1		30007:2	100	2016/08/03:2026/08/31	1
30301330	1		30007:2	100	2016/08/03:2026/08/31	1
30301331	1		30007:2	100	2016/08/03:2026/08/31	1
30301332	1		30007:2	100	2016/08/03:2026/08/31	1
30301333	1		30007:2	100	2016/08/03:2026/08/31	1
30301334	1		30007:2	100	2016/08/03:2026/08/31	1
30301335	1		30007:2	100	2016/08/03:2026/08/31	1
30301336	1		30007:2	100	2016/08/03:2026/08/31	1
30301337	1		30007:2	100	2016/08/03:2026/08/31	1
30301338	1		30007:2	100	2016/08/03:2026/08/31	1
30301339	1		30007:2	100	2016/08/03:2026/08/31	1
30301340	1		30007:2	100	2016/08/03:2026/08/31	1
30301341	1		30007:2	100	2016/08/03:2026/08/31	1
30301342	1		30007:2	100	2016/08/03:2026/08/31	1
30301343	1		30007:2	100	2016/08/03:2026/08/31	1
30301344	1		30007:2	100	2016/08/03:2026/08/31	1
30301345	1		30007:2	100	2016/08/03:2026/08/31	1
30301346	1		30007:2	100	2016/08/03:2026/08/31	1
30301347	1		30007:2	100	2016/08/03:2026/08/31	1
30301348	1		30007:2	100	2016/08/03:2026/08/31	1
30301349	1		30007:2	100	2016/08/03:2026/08/31	1
30301350	1		30007:2	100	2016/08/03:2026/08/31	1
30301351	1		30007:2	100	2016/08/03:2026/08/31	1
30301352	1		30007:2	100	2016/08/03:2026/08/31	1
30301353	1		30007:2	100	2016/08/03:2026/08/31	1
30301354	1		30007:2	100	2016/08/03:2026/08/31	1
30301355	1		30007:2	100	2016/08/03:2026/08/31	1
30301356	1		30007:2	100	2016/08/03:2026/08/31	1
30301357	1		30007:2	100	2016/08/03:2026/08/31	1
30301358	1		30007:2	100	2016/08/03:2026/08/31	1
30301359	1		30007:2	100	2016/08/03:2026/08/31	1
30301360	1		30007:2	100	2016/08/03:2026/08/31	1
30301361	1		30007:2	100	2016/08/03:2026/08/31	1
30301362	1		30007:2	100	2016/08/03:2026/08/31	1
30301363	1		30007:2	100	2016/08/03:2026/08/31	1
30301364	1		30007:2	100	2016/08/03:2026/08/31	1
30301365	1		30007:2	100	2016/08/03:2026/08/31	1
30301366	1		30007:2	100	2016/08/03:2026/08/31	1
30301367	1		30007:2	100	2016/08/03:2026/08/31	1
30301368	1		30007:2	100	2016/08/03:2026/08/31	1
30301369	1		30007:2	100	2016/08/03:2026/08/31	1
30301370	1		30007:2	100	2016/08/03:2026/08/31	1
30301371	1		30007:2	100	2016/08/03:2026/08/31	1
30301372	1		30007:2	100	2016/08/03:2026/08/31	1
30301373	1		30007:2	100	2016/08/03:2026/08/31	1
30301374	1		30007:2	100	2016/08/03:2026/08/31	1
30301375	1		30007:2	100	2016/08/03:2026/08/31	1
30301376	1		30007:2	100	2016/08/03:2026/08/31	1
30301377	1		30007:2	100	2016/08/03:2026/08/31	1
30301378	1		30007:2	100	2016/08/03:2026/08/31	1
30301379	1		30007:2	100	2016/08/03:2026/08/31	1
30301380	1		30007:2	100	2016/08/03:2026/08/31	1
30301381	1		30007:2	100	2016/08/03:2026/08/31	1
30301382	1		30007:2	100	2016/08/03:2026/08/31	1
30301383	1		30007:2	100	2016/08/03:2026/08/31	1
30301384	1		30007:2	100	2016/08/03:2026/08/31	1
30301385	1		30007:2	100	2016/08/03:2026/08/31	1
30301386	1		30007:2	100	2016/08/03:2026/08/31	1
30301387	1		30007:2	100	2016/08/03:2026/08/31	1
30301388	1		30007:2	100	2016/08/03:2026/08/31	1
30301389	1		30007:2	100	2016/08/03:2026/08/31	1
30301390	1		30007:2	100	2016/08/03:2026/08/31	1
30301391	1		30007:2	100	2016/08/03:2026/08/31	1
30301392	1		30007:2	100	2016/08/03:2026/08/31	1
30301393	1		30007:2	100	2016/08/03:2026/08/31	1
30301394	1		30007:2	100	2016/08/03:2026/08/31	1
30301395	1		30007:2	100	2016/08/03:2026/08/31	1
30301396	1		30007:2	100	2016/08/03:2026/08/31	1
30301397	1		30007:2	100	2016/08/03:2026/08/31	1
30301398	1		30007:2	100	2016/08/03:2026/08/31	1
30301399	1		30007:2	100	2016/08/03:2026/08/31	1
30301400	1		30007:2	100	2016/08/03:2026/08/31	1
30301401	1		30007:2	100	2016/08/03:2026/08/31	1
30301402	1		30007:2	100	2016/08/03:2026/08/31	1
30301403	1		30007:2	100	2016/08/03:2026/08/31	1
30301404	1		30007:2	100	2016/08/03:2026/08/31	1
30301405	1		30007:2	100	2016/08/03:2026/08/31	1
30301406	1		30007:2	100	2016/08/03:2026/08/31	1
30301407	1		30007:2	100	2016/08/03:2026/08/31	1
30301408	1		30007:2	100	2016/08/03:2026/08/31	1
30301409	1		30007:2	100	2016/08/03:2026/08/31	1
30301410	1		30007:2	100	2016/08/03:2026/08/31	1
30301411	1		30007:2	100	2016/08/03:2026/08/31	1
30301412	1		30007:2	100	2016/08/03:2026/08/31	1
30301413	1		30007:2	100	2016/08/03:2026/08/31	1
30301414	1		30007:2	100	2016/08/03:2026/08/31	1
30301415	1		30007:2	100	2016/08/03:2026/08/31	1
30301416	1		30007:2	100	2016/08/03:2026/08/31	1
30301417	1		30007:2	100	2016/08/03:2026/08/31	1
30301418	1		30007:2	100	2016/08/03:2026/08/31	1
30301419	1		30007:2	100	2016/08/03:2026/08/31	1
30301420	1		30007:2	100	2016/08/03:2026/08/31	1
30301421	1		30007:2	100	2016/08/03:2026/08/31	1
30301422	1		30007:2	100	2016/08/03:2026/08/31	1
30301423	1		30007:2	100	2016/08/03:2026/08/31	1
30301424	1		30007:2	100	2016/08/03:2026/08/31	1
30301425	1		30007:2	100	2016/08/03:2026/08/31	1
30301426	1		30007:2	100	2016/08/03:2026/08/31	1
30301427	1		30007:2	100	2016/08/03:2026/08/31	1
30301428	1		30007:2	100	2016/08/03:2026/08/31	1
30301429	1		30007:2	100	2016/08/03:2026/08/31	1
30301430	1		30007:2	100	2016/08/03:2026/08/31	1
30301431	1		30007:2	100	2016/08/03:2026/08/31	1
30301432	1		30007:2	100	2016/08/03:2026/08/31	1
30301433	1		30007:2	100	2016/08/03:2026/08/31	1
30301434	1		30007:2	100	2016/08/03:2026/08/31	1
30301435	1		30007:2	100	2016/08/03:2026/08/31	1
30301436	1		30007:2	100	2016/08/03:2026/08/31	1
30301437	1		30007:2	100	2016/08/03:2026/08/31	1
30301438	1		30007:2	100	2016/08/03:2026/08/31	1
30301439	1		30007:2	100	2016/08/03:2026/08/31	1
30301440	1		30007:2	100	2016/08/03:2026/08/31	1
30301441	1		30007:2	100	2016/08/03:2026/08/31	1
