物品ID	物品图标	掉落模型	物品名字	物品类型名称	物品介绍	限制等级	职业限制	物品品质	物品类型	装备部件	打孔器位置	熔炼值	消耗类型	消耗数值	使用CD	购买货币	购买价格	出售价格	最大叠加数	是否可强化	打孔类型	是否可打孔	增加类型1	增加数值1	增加类型2	增加数值2	礼包物品	触发任务ID	装备外观	来源	最小物理攻击	最大物理攻击	最小物理防御	最大物理防御	最小魔法攻击	最大魔法攻击	最小魔法防御	最大魔法防御	最小生命值	最大生命值	最小物理暴击	最大物理暴击	最小魔法暴击	最大魔法暴击	最小物理抗暴击	最大物理抗暴击	最小魔法抗暴击	最大魔法抗暴击	最小格挡率	最大格挡率	最小闪避率	最大闪避率	最小魔法回复率	最大魔法回复率	最小格挡值	最大格挡值	最小命中率	最大命中率	最小血球回复率	最大血球回复率
85001006	iconspAN_1.png		暗影6级	附魔碎片	合成暗之附魔所需的第1片材料。	0	0	1	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85001007	iconspAN_1.png		暗影7级	附魔碎片	合成暗之附魔所需的第1片材料。	0	0	1	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85001008	iconspAN_1.png		暗影8级	附魔碎片	合成暗之附魔所需的第1片材料。	0	0	1	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85001009	iconspAN_1.png		暗影9级	附魔碎片	合成暗之附魔所需的第1片材料。	0	0	2	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85001010	iconspAN_1.png		暗影10级	附魔碎片	合成暗之附魔所需的第1片材料。	0	0	2	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85001011	iconspAN_1.png		暗影11级	附魔碎片	合成暗之附魔所需的第1片材料。	0	0	2	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85001012	iconspAN_1.png		暗影12级	附魔碎片	合成暗之附魔所需的第1片材料。	0	0	2	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85001013	iconspAN_1.png		暗影13级	附魔碎片	合成暗之附魔所需的第1片材料。	0	0	4	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85001014	iconspAN_1.png		暗影14级	附魔碎片	合成暗之附魔所需的第1片材料。	0	0	4	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85001015	iconspAN_1.png		暗影15级	附魔碎片	合成暗之附魔所需的第1片材料。	0	0	4	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85001016	iconspAN_1.png		暗影16级	附魔碎片	合成暗之附魔所需的第1片材料。	0	0	4	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85001017	iconspAN_1.png		暗影17级	附魔碎片	合成暗之附魔所需的第1片材料。	0	0	5	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85001018	iconspAN_1.png		暗影18级	附魔碎片	合成暗之附魔所需的第1片材料。	0	0	5	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85001019	iconspAN_1.png		暗影19级	附魔碎片	合成暗之附魔所需的第1片材料。	0	0	5	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85001020	iconspAN_1.png		暗影20级	附魔碎片	合成暗之附魔所需的第1片材料。	0	0	5	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85002001	iconspAN_2.png		暗能1级	附魔碎片	合成暗之附魔所需的第2片材料。	0	0	0	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0	1:1140;3:0020;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85002002	iconspAN_2.png		暗能2级	附魔碎片	合成暗之附魔所需的第2片材料。	0	0	0	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0	3:0030;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85002003	iconspAN_2.png		暗能3级	附魔碎片	合成暗之附魔所需的第2片材料。	0	0	0	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0	3:0040;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85002004	iconspAN_2.png		暗能4级	附魔碎片	合成暗之附魔所需的第2片材料。	0	0	0	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0	3:0050;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85002005	iconspAN_2.png		暗能5级	附魔碎片	合成暗之附魔所需的第2片材料。	0	0	1	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85002006	iconspAN_2.png		暗能6级	附魔碎片	合成暗之附魔所需的第2片材料。	0	0	1	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85002007	iconspAN_2.png		暗能7级	附魔碎片	合成暗之附魔所需的第2片材料。	0	0	1	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85002008	iconspAN_2.png		暗能8级	附魔碎片	合成暗之附魔所需的第2片材料。	0	0	1	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85002009	iconspAN_2.png		暗能9级	附魔碎片	合成暗之附魔所需的第2片材料。	0	0	2	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85002010	iconspAN_2.png		暗能10级	附魔碎片	合成暗之附魔所需的第2片材料。	0	0	2	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85002011	iconspAN_2.png		暗能11级	附魔碎片	合成暗之附魔所需的第2片材料。	0	0	2	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85002012	iconspAN_2.png		暗能12级	附魔碎片	合成暗之附魔所需的第2片材料。	0	0	2	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85002013	iconspAN_2.png		暗能13级	附魔碎片	合成暗之附魔所需的第2片材料。	0	0	4	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85002014	iconspAN_2.png		暗能14级	附魔碎片	合成暗之附魔所需的第2片材料。	0	0	4	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85002015	iconspAN_2.png		暗能15级	附魔碎片	合成暗之附魔所需的第2片材料。	0	0	4	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85002016	iconspAN_2.png		暗能16级	附魔碎片	合成暗之附魔所需的第2片材料。	0	0	4	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85002017	iconspAN_2.png		暗能17级	附魔碎片	合成暗之附魔所需的第2片材料。	0	0	5	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85002018	iconspAN_2.png		暗能18级	附魔碎片	合成暗之附魔所需的第2片材料。	0	0	5	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85002019	iconspAN_2.png		暗能19级	附魔碎片	合成暗之附魔所需的第2片材料。	0	0	5	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85002020	iconspAN_2.png		暗能20级	附魔碎片	合成暗之附魔所需的第2片材料。	0	0	5	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85003001	iconspAN_3.png		暗魔1级	附魔碎片	合成暗之附魔所需的第3片材料。	0	0	0	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0	1:1142;3:0020;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85003002	iconspAN_3.png		暗魔2级	附魔碎片	合成暗之附魔所需的第3片材料。	0	0	0	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0	3:0030;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85003003	iconspAN_3.png		暗魔3级	附魔碎片	合成暗之附魔所需的第3片材料。	0	0	0	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0	3:0040;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85003004	iconspAN_3.png		暗魔4级	附魔碎片	合成暗之附魔所需的第3片材料。	0	0	0	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0	3:0050;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85003005	iconspAN_3.png		暗魔5级	附魔碎片	合成暗之附魔所需的第3片材料。	0	0	1	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85003006	iconspAN_3.png		暗魔6级	附魔碎片	合成暗之附魔所需的第3片材料。	0	0	1	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85003007	iconspAN_3.png		暗魔7级	附魔碎片	合成暗之附魔所需的第3片材料。	0	0	1	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85003008	iconspAN_3.png		暗魔8级	附魔碎片	合成暗之附魔所需的第3片材料。	0	0	1	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85003009	iconspAN_3.png		暗魔9级	附魔碎片	合成暗之附魔所需的第3片材料。	0	0	2	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85003010	iconspAN_3.png		暗魔10级	附魔碎片	合成暗之附魔所需的第3片材料。	0	0	2	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85003011	iconspAN_3.png		暗魔11级	附魔碎片	合成暗之附魔所需的第3片材料。	0	0	2	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85003012	iconspAN_3.png		暗魔12级	附魔碎片	合成暗之附魔所需的第3片材料。	0	0	2	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85003013	iconspAN_3.png		暗魔13级	附魔碎片	合成暗之附魔所需的第3片材料。	0	0	4	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85003014	iconspAN_3.png		暗魔14级	附魔碎片	合成暗之附魔所需的第3片材料。	0	0	4	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85003015	iconspAN_3.png		暗魔15级	附魔碎片	合成暗之附魔所需的第3片材料。	0	0	4	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85003016	iconspAN_3.png		暗魔16级	附魔碎片	合成暗之附魔所需的第3片材料。	0	0	4	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85003017	iconspAN_3.png		暗魔17级	附魔碎片	合成暗之附魔所需的第3片材料。	0	0	5	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85003018	iconspAN_3.png		暗魔18级	附魔碎片	合成暗之附魔所需的第3片材料。	0	0	5	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85003019	iconspAN_3.png		暗魔19级	附魔碎片	合成暗之附魔所需的第3片材料。	0	0	5	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85003020	iconspAN_3.png		暗魔20级	附魔碎片	合成暗之附魔所需的第3片材料。	0	0	5	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85004001	iconspAN_4.png		暗咒1级	附魔碎片	合成暗之附魔所需的第4片材料。	0	0	0	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0	1:1145;3:0020;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85004002	iconspAN_4.png		暗咒2级	附魔碎片	合成暗之附魔所需的第4片材料。	0	0	0	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0	3:0030;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85004003	iconspAN_4.png		暗咒3级	附魔碎片	合成暗之附魔所需的第4片材料。	0	0	0	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0	3:0040;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85004004	iconspAN_4.png		暗咒4级	附魔碎片	合成暗之附魔所需的第4片材料。	0	0	0	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0	3:0050;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85004005	iconspAN_4.png		暗咒5级	附魔碎片	合成暗之附魔所需的第4片材料。	0	0	1	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85004006	iconspAN_4.png		暗咒6级	附魔碎片	合成暗之附魔所需的第4片材料。	0	0	1	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85004007	iconspAN_4.png		暗咒7级	附魔碎片	合成暗之附魔所需的第4片材料。	0	0	1	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85004008	iconspAN_4.png		暗咒8级	附魔碎片	合成暗之附魔所需的第4片材料。	0	0	1	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85004009	iconspAN_4.png		暗咒9级	附魔碎片	合成暗之附魔所需的第4片材料。	0	0	2	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85004010	iconspAN_4.png		暗咒10级	附魔碎片	合成暗之附魔所需的第4片材料。	0	0	2	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85004011	iconspAN_4.png		暗咒11级	附魔碎片	合成暗之附魔所需的第4片材料。	0	0	2	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85004012	iconspAN_4.png		暗咒12级	附魔碎片	合成暗之附魔所需的第4片材料。	0	0	2	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85004013	iconspAN_4.png		暗咒13级	附魔碎片	合成暗之附魔所需的第4片材料。	0	0	4	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85004014	iconspAN_4.png		暗咒14级	附魔碎片	合成暗之附魔所需的第4片材料。	0	0	4	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85004015	iconspAN_4.png		暗咒15级	附魔碎片	合成暗之附魔所需的第4片材料。	0	0	4	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85004016	iconspAN_4.png		暗咒16级	附魔碎片	合成暗之附魔所需的第4片材料。	0	0	4	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85004017	iconspAN_4.png		暗咒17级	附魔碎片	合成暗之附魔所需的第4片材料。	0	0	5	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85004018	iconspAN_4.png		暗咒18级	附魔碎片	合成暗之附魔所需的第4片材料。	0	0	5	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85004019	iconspAN_4.png		暗咒19级	附魔碎片	合成暗之附魔所需的第4片材料。	0	0	5	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85004020	iconspAN_4.png		暗咒20级	附魔碎片	合成暗之附魔所需的第4片材料。	0	0	5	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
86001018	UI_magic_mgs.png		魔晶石	魔晶石	原生态魔晶石，蕴含魔法气息，需淬炼后方可得知更多的信息。	0	0	0	6	0			0	0	0	0	0	10	999	0			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
86001019	UI_magic_flch.png		魔力残骸	魔力残骸	耗尽魔法气息的魔晶石，虽然看似再无价值，实则能为魔力珠的效能提升带来帮助。	0	0	0	6	0			0	0	0	0	0	10	999	0			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87000000	item_ms_ATK1_N.png		力量之源·小	魔力珠	小幅增加物理攻击力（固定值）。	0	0	0	15	0			0	0	0	0	0	100	1	0			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87200001	item_ms_ATK1_N.png		力量之源·中	魔力珠	中幅增加物理攻击力（固定值）。	0	0	2	15	0			0	0	0	0	0	100	1	0			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87400002	item_ms_ATK1_N.png		力量之源·大	魔力珠	大幅增加物理攻击爱（固定值）。	0	0	4	15	0			0	0	0	0	0	100	1	0			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87000003	item_ms_DEF1_N.png		守护之心·小	魔力珠	小幅增加物理防御力（固定值）。	0	0	0	15	0			0	0	0	0	0	100	1	0			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87200004	item_ms_DEF1_N.png		守护之心·中	魔力珠	中幅增加物理防御力（固定值）。	0	0	2	15	0			0	0	0	0	0	100	1	0			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87400005	item_ms_DEF1_N.png		守护之心·大	魔力珠	大幅增加物理防御力（固定值）。	0	0	4	15	0			0	0	0	0	0	100	1	0			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87000006	item_ms_MAG1_N.png		魔魂契约·小	魔力珠	小幅增加魔法攻击力（固定值）。	0	0	0	15	0			0	0	0	0	0	100	1	0			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87200007	item_ms_MAG1_N.png		魔魂契约·中	魔力珠	中幅增加魔法攻击力（固定值）。	0	0	2	15	0			0	0	0	0	0	100	1	0			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87400008	item_ms_MAG1_N.png		魔魂契约·大	魔力珠	大幅增加魔法攻击力（固定值）。	0	0	4	15	0			0	0	0	0	0	100	1	0			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87000009	item_ms_MDF1_N.png		能量屏障·小	魔力珠	小幅增加魔法防御力（固定值）。	0	0	0	15	0			0	0	0	0	0	100	1	0			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87200010	item_ms_MDF1_N.png		能量屏障·中	魔力珠	中幅增加魔法防御力（固定值）。	0	0	2	15	0			0	0	0	0	0	100	1	0			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87400011	item_ms_MDF1_N.png		能量屏障·大	魔力珠	大幅增加魔法防御力（固定值）。	0	0	4	15	0			0	0	0	0	0	100	1	0			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87000012	item_ms_HPMAX1_N.png		血气旺盛·小	魔力珠	小幅增加生命上限（固定值）。	0	0	0	15	0			0	0	0	0	0	100	1	0			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87200013	item_ms_HPMAX1_N.png		血气旺盛·中	魔力珠	中幅增加生命上限（固定值）。	0	0	2	15	0			0	0	0	0	0	100	1	0			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
