场景ID	场景类型	对应副本ID	开放需求	场景名称	场景介绍	场景名称图片	场景小标题	消耗体力	副本显示物品列表	小怪掉落列表	小怪掉落数量最大限制	小怪概率	boss掉落列表	boss掉落数量限制	boss掉落概率	隐藏boss掉落列表	隐藏boss掉落数量限制	隐藏boss掉落概率	金币掉落数量	金币图标	单个图标数量	翻牌奖励1列表	翻牌奖励2列表	经验奖励	场景地图资源	地图图标	怪物半身像	复活方式	复活坐标X	复活坐标Y	复活朝向	复活倒计时	最低进入等级	最高进入等级	宝石孔位	洗练属性	是否携带小伙伴进入	公共副本	每日限制进入次数	通关次数限制	开启时间	关闭时间	背景音乐	特殊限制	角色尾巴类型	主角阴影类型	怪物阴影类型	场景天气特效	神秘商店出现几率	预防作弊	怪物数量	关卡脚本	大关卡	隐藏关卡进入条件	怪物动画1	缩放1	怪物动画2	缩放2	怪物动画3	缩放3	速度修正比	是否创建炫纹
1185	2	10	1184	关卡185	巨人们的活动似乎较为频繁，当心不要被踩到！	font_10.png	第185关	5	73000001;30000006;86001018;	73000001:5:1;30000006:10:1;86001018:1:1;	3:10000;	100							852	drop_money.png	6	72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;73000001:1:2000;73000001:1:2000;73000001:1:2000;73000001:1:2000;74000001:1:1000;74000001:1:1000;74000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:2:125;91000002:1:125;91000002:2:125;70000005:1:300;	72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;73000001:1:2000;73000001:1:2000;73000001:1:2000;73000001:1:2000;74000001:1:1000;74000001:1:1000;74000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:2:125;91000002:1:125;91000002:2:125;70000005:1:300;	75	10_14_huanghun	0	0	0	240	120	0	0	1	100	4	4	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	108702	10	copy_1185			monster_008_idle	0.9	leg_ui_idle	0.4	monster_boss_014_idle	0.9	1	
1186	4	10	1185	关卡186	魔化武尊？！这家伙真的是不死之身吗？	font_10.png	第186关	5	30000007;74000001;91000002;44105009;	71000001:1:500;71000001:1:500;71000001:1:500;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;73000001:1:2000;73000001:1:2000;73000001:1:2000;73000001:1:2000;74000001:1:1000;74000001:1:1000;74000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;	1:10000;	20	71000001:1:500;71000001:1:500;71000001:1:500;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;73000001:1:2000;73000001:1:2000;73000001:1:2000;73000001:1:2000;74000001:1:1000;74000001:1:1000;74000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;41105009:1:165;42105009:1:75;43105009:1:38;44105009:1:10;41205009:1:165;42205009:1:75;43205009:1:38;44205009:1:10;41405009:1:165;42405009:1:75;43405009:1:38;44405009:1:10;41305009:1:165;42305009:1:75;43305009:1:38;44305009:1:10;86001018:1:800;	1:1100;2:3000;3:2300;4:2000;5:1000;6:400;7:200;	100				840	drop_money.png	6	72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;73000001:1:2000;73000001:1:2000;73000001:1:2000;73000001:1:2000;74000001:1:1000;74000001:1:1000;74000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:2:125;91000002:1:125;91000002:2:125;70000005:1:300;	72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;73000001:1:2000;73000001:1:2000;73000001:1:2000;73000001:1:2000;74000001:1:1000;74000001:1:1000;74000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:2:125;91000002:1:125;91000002:2:125;70000005:1:300;	75	10_11_huanghun	0	0	0	240	120	0	0	1	100	4	4	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	108601	11	copy_1186	monster_GBLSR		monster_019_idle	0.9	monster_boss_003_idle	1	monster_015_idle	0.9	1	
1187	2	10	1186	关卡187	又远远望见了巨人之足，还是一如既往小心前行吧！	font_10.png	第187关	5	74000001;30000001;86001018;	74000001:5:1;30000001:10:1;86001018:1:1;	3:10000;	100							844	drop_money.png	6	72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;73000001:1:2000;73000001:1:2000;73000001:1:2000;73000001:1:2000;74000001:1:1000;74000001:1:1000;74000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:2:125;91000002:1:125;91000002:2:125;70000005:1:300;	72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;73000001:1:2000;73000001:1:2000;73000001:1:2000;73000001:1:2000;74000001:1:1000;74000001:1:1000;74000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:2:125;91000002:1:125;91000002:2:125;70000005:1:300;	75	10_12_huanghun	0	0	0	240	120	0	0	1	100	4	4	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	108602	11	copy_1187			monster_boss_014_idle	0.9	leg_ui_idle	0.4	monster_019_idle	0.9	1	
1188	2	10	1187	关卡188	荒漠之中也少不了旅行的商人，只可惜，这群商人并不是什么好人	font_10.png	第188关	5	72000001;30000002;86001018;	72000001:5:1;30000002:10:1;86001018:1:1;	3:10000;	100							848	drop_money.png	6	72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;73000001:1:2000;73000001:1:2000;73000001:1:2000;73000001:1:2000;74000001:1:1000;74000001:1:1000;74000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:2:125;91000002:1:125;91000002:2:125;70000005:1:300;	72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;73000001:1:2000;73000001:1:2000;73000001:1:2000;73000001:1:2000;74000001:1:1000;74000001:1:1000;74000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:2:125;91000002:1:125;91000002:2:125;70000005:1:300;	75	10_13_huanghun	0	0	0	240	120	0	0	1	100	4	4	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	108701	20	copy_1188			monster_008_idle	0.9	monster_003_idle	1	monster_015_idle	0.9	1	
1189	4	10	1188	关卡189	流浪的剑客似乎会在荒漠之中抢劫路人，冒险家似是已被盯上	font_10.png	第189关	5	30000007;74000001;91000002;44103009;	71000001:1:500;71000001:1:500;71000001:1:500;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;73000001:1:2000;73000001:1:2000;73000001:1:2000;73000001:1:2000;74000001:1:1000;74000001:1:1000;74000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;	1:10000;	20	71000001:1:500;71000001:1:500;71000001:1:500;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;73000001:1:2000;73000001:1:2000;73000001:1:2000;73000001:1:2000;74000001:1:1000;74000001:1:1000;74000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;41103009:1:165;42103009:1:75;43103009:1:38;44103009:1:10;41203009:1:165;42203009:1:75;43203009:1:38;44203009:1:10;41403009:1:165;42403009:1:75;43403009:1:38;44403009:1:10;41303009:1:165;42303009:1:75;43303009:1:38;44303009:1:10;86001018:1:800;	1:1100;2:3000;3:2300;4:2000;5:1000;6:400;7:200;	100				852	drop_money.png	6	72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;73000001:1:2000;73000001:1:2000;73000001:1:2000;73000001:1:2000;74000001:1:1000;74000001:1:1000;74000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:2:125;91000002:1:125;91000002:2:125;70000005:1:300;	72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;73000001:1:2000;73000001:1:2000;73000001:1:2000;73000001:1:2000;74000001:1:1000;74000001:1:1000;74000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:2:125;91000002:1:125;91000002:2:125;70000005:1:300;	75	10_14_huanghun	0	0	0	240	120	0	0	1	100	4	4	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	108702	7	copy_1189	monster_ZZNW		monster_002_idle	0.9	monster_boss_013_idle	1	monster_boss_004_idle	0.7	1	
1190	2	10	1189	关卡190	这次拦路的又是牛头酋长，迅速搞定它们吧	font_10.png	第190关	5	72000001;30000003;86001018;	72000001:5:1;30000003:10:1;86001018:1:1;	3:10000;	100							856	drop_money.png	6	72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;73000001:1:2000;73000001:1:2000;73000001:1:2000;73000001:1:2000;74000001:1:1000;74000001:1:1000;74000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:2:125;91000002:1:125;91000002:2:125;70000005:1:300;	72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;73000001:1:2000;73000001:1:2000;73000001:1:2000;73000001:1:2000;74000001:1:1000;74000001:1:1000;74000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:2:125;91000002:1:125;91000002:2:125;70000005:1:300;	75	10_15_huanghun	0	0	0	240	120	0	0	1	100	4	4	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	108801	15	copy_1190			monster_003_idle	0.9	monster_boss_004_idle	1	monster_017_idle	0.9	1	
1191	2	10	1190	关卡191	旅行奸商欺骗了牛头战士，它们似乎想要完成强买强卖的交易！	font_10.png	第191关	5	73000001;30000004;86001018;	73000001:5:1;30000004:10:1;86001018:1:1;	3:10000;	100							860	drop_money.png	6	72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;73000001:1:2000;73000001:1:2000;73000001:1:2000;73000001:1:2000;74000001:1:1000;74000001:1:1000;74000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:2:125;91000002:1:125;91000002:2:125;70000005:1:300;	72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;73000001:1:2000;73000001:1:2000;73000001:1:2000;73000001:1:2000;74000001:1:1000;74000001:1:1000;74000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:2:125;91000002:1:125;91000002:2:125;70000005:1:300;	75	10_16_huanghun	0	0	0	240	120	0	0	1	100	4	4	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	108802	18	copy_1191			monster_008_idle	0.9	monster_boss_004_idle	1	monster_015_idle	0.9	1	
1192	4	10	1191	关卡192	沙漠树人可不比之前的树人们，它们进攻欲极强，一定要当心	font_10.png	第192关	5	30000007;74000001;91000002;44104009;	71000001:1:500;71000001:1:500;71000001:1:500;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;73000001:1:2000;73000001:1:2000;73000001:1:2000;73000001:1:2000;74000001:1:1000;74000001:1:1000;74000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;	1:10000;	20	71000001:1:500;71000001:1:500;71000001:1:500;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;73000001:1:2000;73000001:1:2000;73000001:1:2000;73000001:1:2000;74000001:1:1000;74000001:1:1000;74000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;41104009:1:165;42104009:1:75;43104009:1:38;44104009:1:10;41204009:1:165;42204009:1:75;43204009:1:38;44204009:1:10;41404009:1:165;42404009:1:75;43404009:1:38;44404009:1:10;41304009:1:165;42304009:1:75;43304009:1:38;44304009:1:10;86001018:1:800;	1:1100;2:3000;3:2300;4:2000;5:1000;6:400;7:200;	100				864	drop_money.png	6	72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;73000001:1:2000;73000001:1:2000;73000001:1:2000;73000001:1:2000;74000001:1:1000;74000001:1:1000;74000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:2:125;91000002:1:125;91000002:2:125;70000005:1:300;	72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;73000001:1:2000;73000001:1:2000;73000001:1:2000;73000001:1:2000;74000001:1:1000;74000001:1:1000;74000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:2:125;91000002:1:125;91000002:2:125;70000005:1:300;	75	11_1_huanghun	0	0	0	240	120	0	0	1	100	4	4	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	108901	10	copy_1192			monster_008_idle	0.9	monster_boss_016_idle	0.7	monster_boss_003_idle	0.9	1	
1193	2	10	1192	关卡193	旅行奸商真的很敬业，连巨人活动的区域都有他们的身影	font_10.png	第193关	5	74000001;30000005;86001018;	74000001:5:1;30000005:10:1;86001018:1:1;	3:10000;	100							868	drop_money.png	6	72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;73000001:1:2000;73000001:1:2000;73000001:1:2000;73000001:1:2000;74000001:1:1000;74000001:1:1000;74000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:2:125;91000002:1:125;91000002:2:125;70000005:1:300;	72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;73000001:1:2000;73000001:1:2000;73000001:1:2000;73000001:1:2000;74000001:1:1000;74000001:1:1000;74000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:2:125;91000002:1:125;91000002:2:125;70000005:1:300;	75	11_2_huanghun	0	0	0	240	120	0	0	1	100	4	4	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	109001	15	copy_1193	monster_LLJK		monster_003_idle	0.9	leg_ui_idle	0.4	monster_015_idle	0.9	1	
1194	2	10	1193	关卡194	红龙的幼崽就在荒漠中长大，趁机逃走吧	font_10.png	第194关	5	72000001;30000006;86001018;	72000001:5:1;30000006:10:1;86001018:1:1;	3:10000;	100							872	drop_money.png	6	72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;73000001:1:2000;73000001:1:2000;73000001:1:2000;73000001:1:2000;74000001:1:1000;74000001:1:1000;74000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:2:125;91000002:1:125;91000002:2:125;70000005:1:300;	72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;73000001:1:2000;73000001:1:2000;73000001:1:2000;73000001:1:2000;74000001:1:1000;74000001:1:1000;74000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:2:125;91000002:1:125;91000002:2:125;70000005:1:300;	75	11_3_huanghun	0	0	0	240	120	0	0	1	100	4	4	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	109002	100	copy_1194			monster_019_idle	0.9	trap_fireDragon_idle_ui	0.8	monster_014_idle	0.9	1	
1195	4	10	1194	关卡195	糟糕，被红龙的幼崽觉察到了气息，看来没办法，只好干掉它了	font_10.png	第195关	5	30000007;74000001;91000002;44102009;	71000001:1:500;71000001:1:500;71000001:1:500;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;73000001:1:2000;73000001:1:2000;73000001:1:2000;73000001:1:2000;74000001:1:1000;74000001:1:1000;74000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;	1:10000;	20	71000001:1:500;71000001:1:500;71000001:1:500;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;73000001:1:2000;73000001:1:2000;73000001:1:2000;73000001:1:2000;74000001:1:1000;74000001:1:1000;74000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;41102009:1:165;42102009:1:75;43102009:1:38;44102009:1:10;41202009:1:165;42202009:1:75;43202009:1:38;44202009:1:10;41402009:1:165;42402009:1:75;43402009:1:38;44402009:1:10;41302009:1:165;42302009:1:75;43302009:1:38;44302009:1:10;86001018:1:800;	1:1100;2:3000;3:2300;4:2000;5:1000;6:400;7:200;	100				876	drop_money.png	6	72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;73000001:1:2000;73000001:1:2000;73000001:1:2000;73000001:1:2000;74000001:1:1000;74000001:1:1000;74000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:2:125;91000002:1:125;91000002:2:125;70000005:1:300;	72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;73000001:1:2000;73000001:1:2000;73000001:1:2000;73000001:1:2000;74000001:1:1000;74000001:1:1000;74000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:2:125;91000002:1:125;91000002:2:125;70000005:1:300;	75	11_4_huanghun	0	0	0	240	120	0	0	1	100	4	4	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	109101	7	copy_1195			monster_boss_014_idle	0.9	monster_boss_003_idle	1	monster_014_idle	0.9	1	
1196	2	10	1195	关卡196	荒漠中的危险组合，绝不能在此倒下！	font_10.png	第196关	5	72000001;30000001;86001018;	72000001:5:1;30000001:10:1;86001018:1:1;	3:10000;	100							880	drop_money.png	6	72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;73000001:1:2000;73000001:1:2000;73000001:1:2000;73000001:1:2000;74000001:1:1000;74000001:1:1000;74000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:2:125;91000002:1:125;91000002:2:125;70000005:1:300;	72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;73000001:1:2000;73000001:1:2000;73000001:1:2000;73000001:1:2000;74000001:1:1000;74000001:1:1000;74000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:2:125;91000002:1:125;91000002:2:125;70000005:1:300;	75	11_5_senlin	0	0	0	240	120	0	0	1	100	4	4	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	109102	22	copy_1196	monster_XQS		monster_018_idle	0.9	trap_fireDragon_idle_ui	0.8	monster_008_idle	0.9	1	
1197	2	10	1196	关卡197	又是沙漠树人……这次也一样要小心啊	font_10.png	第197关	5	73000001;30000002;86001018;	73000001:5:1;30000002:10:1;86001018:1:1;	3:10000;	100							884	drop_money.png	6	72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;73000001:1:2000;73000001:1:2000;73000001:1:2000;73000001:1:2000;74000001:1:1000;74000001:1:1000;74000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:2:125;91000002:1:125;91000002:2:125;70000005:1:300;	72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;73000001:1:2000;73000001:1:2000;73000001:1:2000;73000001:1:2000;74000001:1:1000;74000001:1:1000;74000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:2:125;91000002:1:125;91000002:2:125;70000005:1:300;	75	11_6_senlin	0	0	0	240	120	0	0	1	100	4	4	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	109201	15	copy_1197			monster_002_idle	0.9	monster_boss_016_idle	0.6	monster_019_idle	0.9	1	
