怪物ID	对象类型	名称	怪物头像资源	二级名称	外观	血条	闲聊对话	地位	是否稀有	等级	类型	生命值	物理攻击	物理防御	魔法攻击	魔法防御	物理暴击	魔法暴击	物理暴击抵抗	魔法暴击抵抗	命中率	闪避率	格挡率	格挡值	职业	经验值	随身BUFF1	随身BUFF2	随身BUFF3	随身BUFF4	随身BUFF5	速度	AI	追踪频率	AI激活距离	出生动作	普通攻击	技能1	技能2	技能3	技能4	技能5	技能6	技能7	技能8	技能9	技能10	技能11	技能12	技能13	技能14	普通攻击权重	技能1权重	技能2权重	技能3权重	技能4权重	技能5权重	技能6权重	技能7权重	技能8权重	技能9权重	起身技能概率	反击技能概率	围绕最小距离	围绕最大距离	获得声望	金币掉落数量限制	道具掉落数量限制	阵营	刷新广播	击杀广播	不被击退	不被击飞	不被打断	攻击强制开始时间	模型大小比例	属性自适应
114001	3	职业杀手	monster_MHWZ.png	0	101101	39	0	1		49	0	101218	20475	11905	0	11592	3306	0	14208	15787	5916	0	0	8000	0	0	0	0	0	0	0	300	101101	800	800	monster_boss_003_born_1	22003001	22003002	22003003	22003004	22003012	22003015					22003006	22003007	22003014			100	100	100								0	100	200	450		100	3	1			0	0	0	2000	0.9	0
114002	3	牛头酋长	monster_NTRTZ.png	0	101801	62	0	1		49	0	129985	19500	11338	0	11592	2893	0	15787	15787	5916	0	0	8000	0	0	0	0	0	0	0	125	101802	700	800	monster_boss_004_born_0	22004001	22004002	22004003	22004006							22004005	22004008	22004009			100	100	100								0	100	150	650		100	3	1			0	0	0	2000	1.1	0
114003	3	角斗先锋	monster_JDS.png	0	102901	169	0	0		49	0	1435792	33957	7191	0	7740	3513	0	15787	15787	5916	0	0	8000	0	0	0	0	0	0	0	300	102902	700	500	monster_boss_015_born	21020001	21020002	21020003	21020004							21020005					100	400	100								0	150	175	560		100	1	1			0	0	0	2000	1	0
114004	3	职业杀手	monster_MHWZ.png	0	101101	39	0	1		49	0	101218	20475	11905	0	11592	3306	0	14208	15787	5916	0	0	8000	0	0	0	0	0	0	0	300	101102	800	800	monster_boss_003_born3_atk1	22003001	22003002	22003003	22003004	22003012						22003006	22003007	22003014			100	100	100								0	100	200	450		100	3	1			0	0	0	2000	0.9	0
114101	3	黄金哥布林	monster_GBL.png	0	100103	1	0	2		49	0	71030	14731	10245	0	10585	6255	0	15787	15787	5916	0	0	8000	0	0	0	0	0	0	0	700	2001	400	1024	monster_001_yellow_born_0	21001005															100	0	0								0	0	600	900		100	1	1			0	0	0	2000	1	0
114102	3	精灵游侠	monster_XJL.png	0	100201	21	0	2		49	0	71030	14731	10245	0	11114	4170	0	15787	15787	5916	0	0	8000	0	0	0	0	0	0	0	135	2001	700	2500	monster_003_born_1	21003001															200	200	100								0	0	650	800		100	1	1			0	0	0	2000	1	0
114103	3	投掷哥布林	monster_TZGBL.png	0	101601	1	0	1		49	0	95891	0	11349	18556	11603	0	4170	15787	15787	5916	0	0	8000	0	0	0	0	0	0	0	135	2005	870	1500	monster_007_born_0	21007001	21007002	21007003								21007005	21007006				200	200	100								0	100	175	450		100	1	1			0	0	0	2000	1	0
114201	3	醉花楼玩家	monster_YSFS.png	0	3017	10	0	2		50	0	73140	0	11257	14903	11607	0	4484	17057	17057	6384	0	0	8000	0	0	0	0	0	0	0	300	30173	800	1024	card_017_born	23018001															100	100	0								0	0	180	750		100	1	1			0	0	0	2000	1	0
114202	3	虚无玩家	monster_TYJK.png	0	1002	30	0	2		50	0	73140	15720	11257	0	11607	4484	0	17057	17057	6384	0	0	8000	0	0	0	0	0	0	0	300	30013	850	950	card_001_born_0	23013001															800	400	400	5000							0	0	150	2400		100	3	1			0	0	0	2000	1	0
114203	3	精灵谷玩家	monster_QK.png	0	2001	20	0	2		50	0	73140	15720	11257	0	11607	4484	0	17057	17057	6384	0	0	8000	0	0	0	0	0	0	0	300	30023	760	800	card_002_born_0	23014001															100	100	100								0	0	150	650		100	3	1			0	0	0	2000	1	0
114301	3	精灵游侠	monster_XJL.png	0	100201	21	0	2		50	0	73140	15882	11268	0	12199	4523	0	17057	17057	6384	0	0	8000	0	0	0	0	0	0	0	135	2001	700	2500	monster_003_born_1	21003001															200	200	100								0	0	650	800		100	1	1			0	0	0	2000	1	0
114302	3	投掷哥布林	monster_TZGBL.png	0	101601	1	0	2		50	0	65826	0	11268	15057	11618	0	4523	17057	17057	6384	0	0	8000	0	0	0	0	0	0	0	135	2005	870	1500	monster_007_born_0	21007001															200	200	100								0	0	175	450		100	1	1			0	0	0	2000	1	0
114303	3	湖畔树人	monster_SR.png	0	103101	15	0	1		50	0	142623	16996	12777	16006	13048	0	0	17057	17057	6384	0	0	8000	0	0	0	0	0	0	0	110	103102	700	750	monster_boss_016_born	21031001	21031002	21031003								21031004					100	300	0								0	0	150	650		100	3	1			0	0	0	2000	1	0
114304	3	投掷哥布林	monster_TZGBL.png	0	101601	1	0	2		50	0	65826	0	11268	15057	11618	0	4523	17057	17057	6384	0	0	8000	0	0	0	0	0	0	0	135	101702	870	1500	monster_007_born_0	21007001															200	200	100								0	0	175	450		100	1	1			0	0	0	2000	1	0
114401	4	神秘高手	monster_ZDGBL.png	0	100071	8	0	2		50	0	65826	0	10715	16732	11048	0	4106	17057	17057	6384	0	0	8000	0	0	0	0	0	0	0	300	1	1000	500	jmx_008_idle	21010001															200	100	0								0	0	500	900		100	1	0			0	0	0	2000	1	0
114402	4	惊鹤	monster_ZDFS.png	0	3016	10	0	1		50	0	109710	0	12417	20616	12680	0	2737	25586	25586	6384	0	0	8000	0	0	0	0	0	0	0	300	30163	800	1024	card_016_born	23017001	23017002	23017003													100	100	0								0	100	180	750		100	1	0			0	0	0	2000	1	0
114403	4	冷雾柔	card_pHYR.png	0	3007	22	0	1		50	0	98739	42924	12417	0	12680	9124	0	17057	17057	6384	0	0	8000	0	0	0	0	0	0	0	400	30073	700	500	card_007_born_0	23010001	23010002	23010003	23010004												100	400	100								0	100	175	560		100	1	0			0	0	0	2000	1	0
114404	3	醉花楼玩家	monster_YSFS.png	0	3017	10	0	2		50	0	73140	0	11279	15211	11629	0	4562	17057	17057	6384	0	0	8000	0	0	0	0	0	0	0	300	30173	800	1024	card_017_born	23018001															100	100	0								0	0	180	750		100	1	1			0	0	0	2000	1	0
114501	3	湖畔树人	monster_SR.png	0	103101	15	0	1		50	0	142623	17343	12802	16333	13073	0	0	17057	17057	6384	0	0	8000	0	0	0	0	0	0	0	110	103102	700	750	monster_boss_016_born	21031001	21031002	21031003								21031004					100	300	0								0	0	150	650		100	3	1			0	0	0	2000	1	0
114502	3	精灵游侠	monster_XJL.png	0	100201	21	0	2		50	0	73140	16206	11290	0	12222	4602	0	17057	17057	6384	0	0	8000	0	0	0	0	0	0	0	135	2001	700	2500	monster_003_born_1	21003001															200	200	100								0	0	650	800		100	1	1			0	0	0	2000	1	0
114503	3	精灵射手	monster_JLSS.png	0	101001	184	0	0		50		1566770	26402	7663	30873	8205	0	3682	17057	17057	6384	0	0	8000	0	0	0	0	0	0	0	185	101003	1100	1024	monster_boss_011_born_0	22011001	22011002	22011003	22011007							22011009	22011010				300	100	200								150	150	700	900		100	1	1			0	0	0	2000	1	0
114601	4	神秘高手	monster_ZDGBL.png	0	100071	8	0	2		51	0	67716	0	12398	17124	12740	0	4237	18365	18365	6866	0	0	8000	0	0	0	0	0	0	0	300	1	1000	500	jmx_008_idle	21010001															200	100	0								0	0	500	900		100	1	0			0	0	0	2000	1	0
114602	4	冷雾柔	card_pHYR.png	0	3007	22	0	1		51	0	101574	43922	14223	0	14493	9416	0	18365	18365	6866	0	0	8000	0	0	0	0	0	0	0	400	30073	700	500	card_007_born_0	23010001	23010002	23010003	23010004												100	400	100								0	100	175	560		100	1	0			0	0	0	2000	1	0
114603	4	包子	card_pBZRQ.png	0	3008	9	0	1		51	0	225720	19765	14223	14477	14493	7062	7062	18365	18365	6866	0	0	8000	0	0	0	0	0	0	0	400	30083	900	950	card_008_born_0	23008001	23008002	23008003	23008004												100	200									0	100	150	1024		100	3	0			0	0	0	2000	1	0
114604	3	虚无玩家	monster_TYJK.png	0	1002	30	0	2		51	0	75240	16420	13051	0	13411	4708	0	18365	18365	6866	0	0	8000	0	0	0	0	0	0	0	300	30013	850	950	card_001_born_0	23013001															800	400	400	5000							0	0	150	2400		100	3	1			0	0	0	2000	1	0
114701	3	精灵谷玩家	monster_QK.png	0	2001	20	0	1		51	0	112860	21972	14237	0	14507	4748	0	18365	18365	6866	0	0	8000	0	0	0	0	0	0	0	300	30023	760	800	card_002_born_0	23014001	23014002	23014003													100	100	100								0	100	150	650		100	3	1			0	0	0	2000	1	0
114702	3	醉花楼玩家	monster_YSFS.png	0	3017	10	0	1		51	0	112860	0	14237	20692	14507	0	4748	18365	18365	6866	0	0	8000	0	0	0	0	0	0	0	300	30173	800	1024	card_017_born	23018001	23018002	23018003													100	100	0								0	100	180	750		100	1	1			0	0	0	2000	1	0
114703	3	虚无玩家	monster_TYJK.png	0	1002	30	0	1		51	0	112860	21972	14237	0	14507	4748	0	18365	18365	6866	0	0	8000	0	0	0	0	0	0	0	300	30013	850	950	card_001_born_0	23013001	23013004	23013002													800	400	400	5000							0	100	150	2400		100	3	1			0	0	0	2000	1	0
114801	3	冰之魔法师	monster_BSNW.png	0	101301	8	0	1		51	0	110603	0	14250	22773	14521	0	4789	18365	18365	6866	0	0	8000	0	0	0	0	0	0	0	185	101302	1100	1024	monster_boss_007_born_0	22007001	22007002	22007003								22007006	22007007				300	100	200								0	100	800	900		100	1	1			0	0	0	2000	0.9	0
114802	3	火之魔法师	monster_HYNW.png	0	101501	265	0	1		51	0	112860	0	13538	21117	16264	0	4789	18365	18365	6866	0	0	8000	0	0	0	0	0	0	0	185	101502	1100	1024	monster_boss_006_born	22015001	22015002	22015003													300	100	200								0	100	800	900		100	1	1			0	0	0	2000	1	0
114803	3	精灵射手	monster_JLSS.png	0	101001	102	0	1		51		112860	17586	13538	20703	13795	0	3831	18365	18365	6866	0	0	8000	0	0	0	0	0	0	0	185	101001	1100	1024	monster_boss_011_born_0	22011001	22011003	22011007								22011009	22011010				300	100	200								0	100	700	900		100	1	1			0	0	0	2000	1	0
114901	3	黄金哥布林	monster_GBL.png	0	100103	1	0	2		51	0	75240	16444	13088	0	13450	7244	0	18365	18365	6866	0	0	8000	0	0	0	0	0	0	0	700	2001	400	1024	monster_001_yellow_born_0	21001005															100	0	0								0	0	600	900		100	1	1			0	0	0	2000	1	0
114902	3	精灵游侠	monster_XJL.png	0	100201	21	0	2		51	0	75240	16444	13088	0	14123	4829	0	18365	18365	6866	0	0	8000	0	0	0	0	0	0	0	135	2001	700	2500	monster_003_born_1	21003001															200	200	100								0	0	650	800		100	1	1			0	0	0	2000	1	0
114903	3	湖畔树人	monster_SR.png	0	103101	15	0	1		51	0	146718	17595	14692	16570	14971	0	0	18365	18365	6866	0	0	8000	0	0	0	0	0	0	0	110	103102	700	750	monster_boss_016_born	21031001	21031002	21031003								21031004					100	300	0								0	0	150	650		100	3	1			0	0	0	2000	1	0
115001	3	往生玩家	monster_QK.png	0	2001	20	0	2		52	0	77350	17506	14930	0	15302	5180	0	20146	20146	7523	0	0	8000	0	0	0	0	0	0	0	300	30023	760	800	card_002_born_0	23014001															100	100	100								0	0	150	650		100	3	1			0	0	0	2000	1	0
115002	3	醉花楼玩家	monster_YSFS.png	0	3017	10	0	1		52	0	116025	0	16139	22053	16417	0	5180	20146	20146	7523	0	0	8000	0	0	0	0	0	0	0	300	30173	800	1024	card_017_born	23018001	23018002	23018003													100	100	0								0	100	180	750		100	1	1			0	0	0	2000	1	0
115003	3	精灵谷玩家	monster_QK.png	0	2001	189	0	0		52	0	1677630	35637	11333	0	11945	5180	0	20146	20146	7523	0	0	8000	0	0	0	0	0	0	0	300	30023	760	800	card_002_born_0	23014001	23014002	23014003	23014004												100	100	100								0	150	150	650		100	3	1			0	0	0	2000	1	0
115101	4	神秘高手	monster_ZDGBL.png	0	100071	8	0	2		52	0	69615	0	14197	18266	14550	0	4701	20146	20146	7523	0	0	8000	0	0	0	0	0	0	0	300	1	1000	500	jmx_008_idle	21010001															200	100	0								0	0	500	900		100	1	0			0	0	0	2000	1	0
115102	4	枫木	monster_QK.png	0	2001	25	0	1		52	0	116025	23429	16154	0	16433	5223	0	20146	20146	7523	0	0	8000	0	0	0	0	0	0	0	300	30023	700	2000	card_002_born_0	23014001	23014002	23014004													100	0	0								0	100	250	270		100	1	0			0	0	0	2000	1	0
115103	4	迎风回浪	monster_QK.png	0	2001	25	0	1		52	0	116025	23429	16154	0	16433	5223	0	20146	20146	7523	0	0	8000	0	0	0	0	0	0	0	300	30023	700	2000	card_002_born_0	23014001	23014003	23014005													100	0	0								0	100	250	270		100	1	0			0	0	0	2000	1	0
115104	3	往生玩家	monster_QK.png	0	2001	20	0	2		52	0	77350	17515	14944	0	15316	5223	0	20146	20146	7523	0	0	8000	0	0	0	0	0	0	0	300	30023	760	800	card_002_born_0	23014001															100	100	100								0	0	150	650		100	3	1			0	0	0	2000	1	0
115201	3	精灵游侠	monster_XJL.png	0	100201	21	0	2		52	0	77350	17523	14958	0	16098	5267	0	20146	20146	7523	0	0	8000	0	0	0	0	0	0	0	135	2001	700	2500	monster_003_born_1	21003001															200	200	100								0	0	650	800		100	1	1			0	0	0	2000	1	0
115202	3	黄金哥布林	monster_GBL.png	0	100103	1	0	1		52	0	116025	23440	16169	0	16449	7901	0	20146	20146	7523	0	0	8000	0	0	0	0	0	0	0	700	2001	400	1024	monster_001_yellow_born_0	21001005	21001019														100	0	0								0	100	600	900		100	1	1			0	0	0	2000	1	0
115203	3	精灵射手	monster_JLSS.png	0	101001	195	0	0		52		1677630	28532	10779	33364	11361	0	4214	20146	20146	7523	0	0	8000	0	0	0	0	0	0	0	185	101003	1100	1024	monster_boss_011_born_0	22011001	22011002	22011003	22011007							22011009	22011010				300	100	200								150	150	700	900		100	1	1			0	0	0	2000	1	0
115301	3	湖畔树人	monster_SR.png	0	103101	15	0	1		52	0	150833	18762	16671	17669	16958	0	0	20146	20146	7523	0	0	8000	0	0	0	0	0	0	0	110	103102	700	750	monster_boss_016_born	21031001	21031002	21031003								21031004					100	300	0								0	0	150	650		100	3	1			0	0	0	2000	1	0
115302	3	精灵游侠	monster_XJL.png	0	100201	21	0	2		52	0	77350	17532	14973	0	16113	5311	0	20146	20146	7523	0	0	8000	0	0	0	0	0	0	0	135	2001	700	2500	monster_003_born_1	21003001															200	200	100								0	0	650	800		100	1	1			0	0	0	2000	1	0
115303	3	虚无玩家	monster_TYJK.png	0	1002	30	0	2		52	0	77350	17532	14973	0	15346	5311	0	20146	20146	7523	0	0	8000	0	0	0	0	0	0	0	300	30013	850	950	card_001_born_0	23013001															800	400	400	5000							0	0	150	2400		100	3	1			0	0	0	2000	1	0
115401	3	投掷哥布林	monster_TZGBL.png	0	101601	1	0	2		53	0	71514	0	16749	16833	17133	0	5428	21457	21457	8006	0	0	8000	0	0	0	0	0	0	0	135	2005	870	1500	monster_007_born_0	21007001															200	200	100								0	0	175	450		100	1	1			0	0	0	2000	1	0
115402	3	湖畔树人	monster_SR.png	0	103101	15	0	1		53	0	154947	18998	18535	17891	18830	0	0	21457	21457	8006	0	0	8000	0	0	0	0	0	0	0	110	103102	700	750	monster_boss_016_born	21031001	21031002	21031003								21031004					100	300	0								0	0	150	650		100	3	1			0	0	0	2000	1	0
115403	3	火之魔法师	monster_HYNW.png	0	101501	265	0	1		53	0	119190	0	17095	22811	20476	0	5428	21457	21457	8006	0	0	8000	0	0	0	0	0	0	0	185	101502	1100	1024	monster_boss_006_born	22015001	22015002	22015003													300	100	200								0	100	800	900		100	1	1			0	0	0	2000	1	0
115501	3	黄金哥布林	monster_GBL.png	0	100103	1	0	2		53	0	79460	17764	16765	0	17149	8210	0	21457	21457	8006	0	0	8000	0	0	0	0	0	0	0	700	2001	400	1024	monster_001_yellow_born_0	21001005															100	0	0								0	0	600	900		100	1	1			0	0	0	2000	1	0
115502	3	湖畔树人	monster_SR.png	0	103101	15	0	1		53	0	154947	19007	18552	17900	18848	0	0	21457	21457	8006	0	0	8000	0	0	0	0	0	0	0	110	103102	700	750	monster_boss_016_born	21031001	21031002	21031003								21031004					100	300	0								0	0	150	650		100	3	1			0	0	0	2000	1	0
115503	3	冰之魔法师	monster_BSNW.png	0	101301	8	0	1		53	0	116806	0	18012	24613	18299	0	5473	21457	21457	8006	0	0	8000	0	0	0	0	0	0	0	185	101302	1100	1024	monster_boss_007_born_0	22007001	22007002	22007003								22007006	22007007				300	100	200								0	100	800	900		100	1	1			0	0	0	2000	0.9	0
115601	3	精灵游侠	monster_XJL.png	0	100201	21	0	2		53	0	79460	17773	16781	0	18023	5518	0	21457	21457	8006	0	0	8000	0	0	0	0	0	0	0	135	2001	700	2500	monster_003_born_1	21003001															200	200	100								0	0	650	800		100	1	1			0	0	0	2000	1	0
115602	3	精灵射手	monster_JLSS.png	0	101001	102	0	1		53		119190	19016	17128	22386	17401	0	4414	21457	21457	8006	0	0	8000	0	0	0	0	0	0	0	185	101001	1100	1024	monster_boss_011_born_0	22011001	22011003	22011007								22011009	22011010				300	100	200								0	100	700	900		100	1	1			0	0	0	2000	1	0
115603	3	湖畔树人	monster_SR.png	0	103101	15	0	1		53	0	154947	19016	18570	17909	18867	0	0	21457	21457	8006	0	0	8000	0	0	0	0	0	0	0	110	103102	700	750	monster_boss_016_born	21031001	21031002	21031003								21031004					100	300	0								0	0	150	650		100	3	1			0	0	0	2000	1	0
115701	3	往生玩家	monster_QK.png	0	2001	20	0	1		53	0	119190	23782	18046	0	18334	5563	0	21457	21457	8006	0	0	8000	0	0	0	0	0	0	0	300	30023	760	800	card_002_born_0	23014001	23014002	23014003													100	100	100								0	100	150	650		100	3	1			0	0	0	2000	1	0
115702	3	精灵谷玩家	monster_QK.png	0	2001	20	0	1		53	0	119190	23782	18046	0	18334	5563	0	21457	21457	8006	0	0	8000	0	0	0	0	0	0	0	300	30023	760	800	card_002_born_0	23014001	23014004	23014005													100	100	100								0	100	150	650		100	3	1			0	0	0	2000	1	0
115703	3	醉花楼玩家	monster_YSFS.png	0	3017	10	0	1		53	0	119190	0	18046	22397	18334	0	5563	21457	21457	8006	0	0	8000	0	0	0	0	0	0	0	300	30173	800	1024	card_017_born	23018001	23018004	23018002													100	100	0								0	100	180	750		100	1	1			0	0	0	2000	1	0
115801	3	火焰元素	monster_HYJS.png	0	102101	20	0	2		54	0	77482	0	18659	18802	19054	0	6547	23263	23263	8670	0	0	8000	0	0	0	0	0	0	0	155	102102	900	950	monster_019_born	21019001	21019002														100	200									0	0	150	1024		100	3	1			0	0	0	2000	1	0
115802	3	火焰哥布林	monster_GBL.png	0	100102	20	0	2		54	0	81560	18888	18659	0	19054	8928	0	23263	23263	8670	0	0	8000	0	0	0	0	0	0	0	160	2001	400	1024	monster_001_red_born_1	21001003	21001014														100	300	0								0	0	80	300		100	1	1			0	0	0	2000	1	0
115803	3	火之魔法师	monster_HYNW.png	0	101501	265	0	1		54	0	122340	0	18944	24270	22665	0	5952	23263	23263	8670	0	0	8000	0	0	0	0	0	0	0	185	101502	1100	1024	monster_boss_006_born	22015001	22015002	22015003													300	100	200								0	100	800	900		100	1	1			0	0	0	2000	1	0
115901	3	冰霜狼人	monster_BSLR.png	0	100701	2	0	2		54	0	81560	18897	17743	14333	18118	4800	0	23263	23263	8670	0	0	8000	0	0	0	0	0	0	0	110	100702	1100	750	monster_004_born_1	21004001	21004002														100	200	300								0	0	200	650		100	3	1			0	0	0	2000	1	0
115902	3	冰霜哥布林	monster_GBL.png	0	100104	2	0	2		54	0	81560	18897	18677	0	19072	9000	0	23263	23263	8670	0	0	8000	0	0	0	0	0	0	0	140	2001	1000	1024	monster_001_blue_born_2	21001007	21001017														400	0	0								0	0	600	900		100	1	1			0	0	0	2000	1	0
115903	3	冰之魔法师	monster_BSNW.png	0	101301	8	0	1		54	0	119893	0	19960	26187	20256	0	6000	23263	23263	8670	0	0	8000	0	0	0	0	0	0	0	185	101302	1100	1024	monster_boss_007_born_0	22007001	22007002	22007003								22007006	22007007				300	100	200								0	100	800	900		100	1	1			0	0	0	2000	0.9	0
116001	3	醉花楼玩家	monster_YSFS.png	0	3017	10	0	1		54	0	122340	0	19979	23817	20275	0	6049	23263	23263	8670	0	0	8000	0	0	0	0	0	0	0	300	30173	800	1024	card_017_born	23018001	23018004	23018002													100	100	0								0	100	180	750		100	1	1			0	0	0	2000	1	0
116002	3	精灵谷玩家	monster_QK.png	0	2001	20	0	1		54	0	122340	25291	19979	0	20275	6049	0	23263	23263	8670	0	0	8000	0	0	0	0	0	0	0	300	30023	760	800	card_002_born_0	23014001	23014004	23014005													100	100	100								0	100	150	650		100	3	1			0	0	0	2000	1	0
116003	3	精灵射手	monster_JLSS.png	0	101001	206	0	0		54		1788480	30764	13936	35974	14559	0	4839	23263	23263	8670	0	0	8000	0	0	0	0	0	0	0	185	101003	1100	1024	monster_boss_011_born_0	22011001	22011002	22011003	22011007							22011009	22011010				300	100	200								150	150	700	900		100	1	1			0	0	0	2000	1	0
116101	3	男僵尸	monster_NANJS.png	0	100601	6	0	2		54	0	97872	18916	18712	0	19108	4878	0	20937	23263	8670	0	0	8000	0	0	0	0	0	0	0	80	2001	1000	2000	monster_005_born_2	21005001	21005002														100	0	0								0	0	250	270		100	1	1			0	0	0	2000	1	0
116102	3	女僵尸	monster_NVJS.png	0	100501	46	0	2		54	0	97872	18916	18712	0	19108	4878	0	23263	20937	8670	0	0	8000	0	0	0	0	0	0	0	150	2001	800	1000	monster_016_born_0	21016001	21016007														100	0	0								0	0	150	200		100	1	1			0	0	0	2000	1	0
116103	3	暗夜猫妖	monster_MN.png	0	100301	2	0	1		54	0	122340	25303	21998	0	20294	6097	0	23263	23263	8670	0	0	8000	0	0	0	0	0	0	0	220	100302	1100	2048	monster_012_born_0	21012001	21012002	21012008								21012005	21012006				100	100	0								0	100	250	450		100	1	1			0	0	0	2000	1	0
116201	3	鬼火射手	monster_KLGS.png	0	101701	5	0	1		55	0	125505	28180	21904	0	22208	6512	0	25086	25086	9342	0	0	8000	0	0	0	0	0	0	0	110	2005	1000	1024	monster_013_born_0	21013001	21013003	21013005								21013007	21013008				100	100	0								0	100	180	750		100	1	1			0	0	0	2000	1	0
116202	3	骷髅射手	monster_KLGS.png	0	101701	5	0	1		55	0	125505	28180	21904	0	22208	6512	0	25086	25086	9342	0	0	8000	0	0	0	0	0	0	0	110	2005	1000	1024	monster_013_born_0	21013001	21013004	21013010								21013007	21013008				100	100	0								0	100	180	750		100	1	1			0	0	0	2000	1	0
116203	3	骷髅法师	monster_KLFS.png	0	100901	206	0	0		55	0	1843900	0	16529	39703	16872	0	6512	25086	25086	9342	0	0	8000	0	0	0	0	0	0	0	80	2005	820	350	monster_009_born_1	21009001	21009002	21009003	21009015							21009007	21009010	21009009			500	500	150								150	150	350	900		100	1	1			0	0	0	2000	1.2	0
116301	3	男僵尸	monster_NANJS.png	0	100601	6	0	2		55	0	100404	20071	20605	0	21011	5251	0	22577	25086	9342	0	0	8000	0	0	0	0	0	0	0	80	2001	1000	2000	monster_005_born_2	21005001	21005002														100	0	0								0	0	250	270		100	1	1			0	0	0	2000	1	0
116302	3	骷髅射手	monster_KLGS.png	0	101701	5	0	2		55	0	83670	21075	20605	0	21011	6564	0	25086	25086	9342	0	0	8000	0	0	0	0	0	0	0	110	2004	1000	1024	monster_013_born_0	21013001	21013010														100	100	0								0	0	180	750		100	1	1			0	0	0	2000	1	0
116303	3	暗夜猫妖	monster_MN.png	0	100301	2	0	2		55	0	83670	20071	22666	0	21011	6564	0	25086	25086	9342	0	0	8000	0	0	0	0	0	0	0	220	100301	1100	2048	monster_012_born_0	21012001	21012002	21012008													100	100	0								0	0	250	450		100	1	1			0	0	0	2000	1	0
116304	3	骷髅射手	monster_KLGS.png	0	101701	5	0	2		55	0	83670	21075	20605	0	21011	6564	0	25086	25086	9342	0	0	8000	0	0	0	0	0	0	0	110	101702	1000	1024	monster_013_born_0	21013001	21013010														100	100	0								0	0	180	750		100	1	1			0	0	0	2000	1	0
116401	3	女僵尸	monster_NVJS.png	0	100501	46	0	2		55	0	100404	20081	20624	0	21031	5293	0	25086	22577	9342	0	0	8000	0	0	0	0	0	0	0	150	2001	800	1000	monster_016_born_0	21016001	21016007														100	0	0								0	0	150	200		100	1	1			0	0	0	2000	1	0
116402	3	幽灵	monster_YL.png	0	102501	22	0	2		55	0	75303	0	20624	19990	23134	0	5293	25086	25086	9342	0	0	8000	0	0	0	0	0	0	0	110	2001	700	950	monster_017_born	21017001	21017002	21017006																							0	0	180	750		100	1	1			0	0	0	2000	1	0
