技能唯一ID	技能类型	动画资源名	图标	技能名称	释放距离X	释放纵深	职业所属	等级	开启等级	前置技能	前置技能等级	所需金币	材料1	材料1数量	材料2	材料2数量	品质	冷却	物理伤害比例	魔法伤害比例	物理固定伤害	魔法固定伤害	物理暴击值	魔法暴击值	命中值	技能消耗能量	技能说明	天赋预览	伤害类型	其他属性计算
30051036	1	card_001_skill4	item_skill_1510.png	回身斩	350	35	13	36	36	0	0	0	73000001	90	74000001	59	0	10000	10710	10710	13997	13997	0	0	0	20	[txt:size=18 color=white]原地转身发动攻击，劈中敌人并将其击飞。[r]造成[txt:size=18 color=green]107.1%+13997[txt:size=18 color=white]点物理伤害；107.1%+13997[txt:size=18 color=white]点魔法伤害。		0	0
30051037	1	card_001_skill4	item_skill_1510.png	回身斩	350	35	13	37	37	0	0	0	73000001	93	74000001	61	0	10000	10730	10730	14386	14386	0	0	0	20	[txt:size=18 color=white]原地转身发动攻击，劈中敌人并将其击飞。[r]造成[txt:size=18 color=green]107.3%+14386[txt:size=18 color=white]点物理伤害；107.3%+14386[txt:size=18 color=white]点魔法伤害。		0	0
30051038	1	card_001_skill4	item_skill_1510.png	回身斩	350	35	13	38	38	0	0	0	73000001	95	74000001	62	0	10000	10750	10750	14774	14774	0	0	0	20	[txt:size=18 color=white]原地转身发动攻击，劈中敌人并将其击飞。[r]造成[txt:size=18 color=green]107.5%+14774[txt:size=18 color=white]点物理伤害；107.5%+14774[txt:size=18 color=white]点魔法伤害。		0	0
30051039	1	card_001_skill4	item_skill_1510.png	回身斩	350	35	13	39	39	0	0	0	73000001	98	74000001	64	0	10000	10770	10770	15163	15163	0	0	0	20	[txt:size=18 color=white]原地转身发动攻击，劈中敌人并将其击飞。[r]造成[txt:size=18 color=green]107.7%+15163[txt:size=18 color=white]点物理伤害；107.7%+15163[txt:size=18 color=white]点魔法伤害。		0	0
30051040	1	card_001_skill4	item_skill_1510.png	回身斩	350	35	13	40	40	0	0	0	73000001	100	74000001	65	0	10000	10790	10790	15552	15552	0	0	0	20	[txt:size=18 color=white]原地转身发动攻击，劈中敌人并将其击飞。[r]造成[txt:size=18 color=green]107.9%+15552[txt:size=18 color=white]点物理伤害；107.9%+15552[txt:size=18 color=white]点魔法伤害。		0	0
30051041	1	card_001_skill4	item_skill_1510.png	回身斩	350	35	13	41	41	0	0	0	74000001	67	75000001	33	0	10000	10810	10810	15941	15941	0	0	0	20	[txt:size=18 color=white]原地转身发动攻击，劈中敌人并将其击飞。[r]造成[txt:size=18 color=green]108.1%+15941[txt:size=18 color=white]点物理伤害；108.1%+15941[txt:size=18 color=white]点魔法伤害。		0	0
30051042	1	card_001_skill4	item_skill_1510.png	回身斩	350	35	13	42	42	0	0	0	74000001	69	75000001	34	0	10000	10830	10830	16330	16330	0	0	0	20	[txt:size=18 color=white]原地转身发动攻击，劈中敌人并将其击飞。[r]造成[txt:size=18 color=green]108.3%+16330[txt:size=18 color=white]点物理伤害；108.3%+16330[txt:size=18 color=white]点魔法伤害。		0	0
30051043	1	card_001_skill4	item_skill_1510.png	回身斩	350	35	13	43	43	0	0	0	74000001	70	75000001	35	0	10000	10850	10850	16718	16718	0	0	0	20	[txt:size=18 color=white]原地转身发动攻击，劈中敌人并将其击飞。[r]造成[txt:size=18 color=green]108.5%+16718[txt:size=18 color=white]点物理伤害；108.5%+16718[txt:size=18 color=white]点魔法伤害。		0	0
30051044	1	card_001_skill4	item_skill_1510.png	回身斩	350	35	13	44	44	0	0	0	74000001	72	75000001	35	0	10000	10870	10870	17107	17107	0	0	0	20	[txt:size=18 color=white]原地转身发动攻击，劈中敌人并将其击飞。[r]造成[txt:size=18 color=green]108.7%+17107[txt:size=18 color=white]点物理伤害；108.7%+17107[txt:size=18 color=white]点魔法伤害。		0	0
30051045	1	card_001_skill4	item_skill_1510.png	回身斩	350	35	13	45	45	0	0	0	74000001	74	75000001	36	0	10000	10890	10890	17496	17496	0	0	0	20	[txt:size=18 color=white]原地转身发动攻击，劈中敌人并将其击飞。[r]造成[txt:size=18 color=green]108.9%+17496[txt:size=18 color=white]点物理伤害；108.9%+17496[txt:size=18 color=white]点魔法伤害。		0	0
30051046	1	card_001_skill4	item_skill_1510.png	回身斩	350	35	13	46	46	0	0	0	74000001	75	75000001	37	0	10000	10910	10910	17885	17885	0	0	0	20	[txt:size=18 color=white]原地转身发动攻击，劈中敌人并将其击飞。[r]造成[txt:size=18 color=green]109.1%+17885[txt:size=18 color=white]点物理伤害；109.1%+17885[txt:size=18 color=white]点魔法伤害。		0	0
30051047	1	card_001_skill4	item_skill_1510.png	回身斩	350	35	13	47	47	0	0	0	74000001	77	75000001	38	0	10000	10930	10930	18274	18274	0	0	0	20	[txt:size=18 color=white]原地转身发动攻击，劈中敌人并将其击飞。[r]造成[txt:size=18 color=green]109.3%+18274[txt:size=18 color=white]点物理伤害；109.3%+18274[txt:size=18 color=white]点魔法伤害。		0	0
30051048	1	card_001_skill4	item_skill_1510.png	回身斩	350	35	13	48	48	0	0	0	74000001	78	75000001	39	0	10000	10950	10950	18662	18662	0	0	0	20	[txt:size=18 color=white]原地转身发动攻击，劈中敌人并将其击飞。[r]造成[txt:size=18 color=green]109.5%+18662[txt:size=18 color=white]点物理伤害；109.5%+18662[txt:size=18 color=white]点魔法伤害。		0	0
30051049	1	card_001_skill4	item_skill_1510.png	回身斩	350	35	13	49	49	0	0	0	74000001	80	75000001	39	0	10000	10970	10970	19051	19051	0	0	0	20	[txt:size=18 color=white]原地转身发动攻击，劈中敌人并将其击飞。[r]造成[txt:size=18 color=green]109.7%+19051[txt:size=18 color=white]点物理伤害；109.7%+19051[txt:size=18 color=white]点魔法伤害。		0	0
30051050	1	card_001_skill4	item_skill_1510.png	回身斩	350	35	13	50	50	0	0	0	74000001	82	75000001	40	0	10000	10990	10990	19440	19440	0	0	0	20	[txt:size=18 color=white]原地转身发动攻击，劈中敌人并将其击飞。[r]造成[txt:size=18 color=green]109.9%+19440[txt:size=18 color=white]点物理伤害；109.9%+19440[txt:size=18 color=white]点魔法伤害。		0	0
30052000	2	card_001_skill5	item_skill_1520.png	裂波破空斩	400	35	13	0	0	0	0	0	0	0	0	0	0	20000	0	0	0	0	0	0	0	40	[txt:size=18 color=white]原地发动斩击并爆出锋利的剑气转轮，持续对正前方敌人造成伤害。		0	0
30052001	2	card_001_skill5	item_skill_1520.png	裂波破空斩	400	35	13	1	21	0	0	0	71000001	13	72000001	8	0	20000	10050	10050	608	608	0	0	0	40	[txt:size=18 color=white]原地发动斩击并爆出锋利的剑气转轮，持续对正前方敌人造成伤害。[r]造成[txt:size=18 color=green]100.5%+608[txt:size=18 color=white]点物理伤害；100.5%+608[txt:size=18 color=white]点魔法伤害。		0	0
30052002	2	card_001_skill5	item_skill_1520.png	裂波破空斩	400	35	13	2	21	0	0	0	71000001	26	72000001	16	0	20000	10100	10100	1215	1215	0	0	0	40	[txt:size=18 color=white]原地发动斩击并爆出锋利的剑气转轮，持续对正前方敌人造成伤害。[r]造成[txt:size=18 color=green]101%+1215[txt:size=18 color=white]点物理伤害；101%+1215[txt:size=18 color=white]点魔法伤害。		0	0
30052003	2	card_001_skill5	item_skill_1520.png	裂波破空斩	400	35	13	3	22	0	0	0	71000001	38	72000001	23	0	20000	10160	10160	1823	1823	0	0	0	40	[txt:size=18 color=white]原地发动斩击并爆出锋利的剑气转轮，持续对正前方敌人造成伤害。[r]造成[txt:size=18 color=green]101.6%+1823[txt:size=18 color=white]点物理伤害；101.6%+1823[txt:size=18 color=white]点魔法伤害。		0	0
30052004	2	card_001_skill5	item_skill_1520.png	裂波破空斩	400	35	13	4	22	0	0	0	71000001	51	72000001	31	0	20000	10210	10210	2430	2430	0	0	0	40	[txt:size=18 color=white]原地发动斩击并爆出锋利的剑气转轮，持续对正前方敌人造成伤害。[r]造成[txt:size=18 color=green]102.1%+2430[txt:size=18 color=white]点物理伤害；102.1%+2430[txt:size=18 color=white]点魔法伤害。		0	0
30052005	2	card_001_skill5	item_skill_1520.png	裂波破空斩	400	35	13	5	23	0	0	0	71000001	63	72000001	39	0	20000	10260	10260	3038	3038	0	0	0	40	[txt:size=18 color=white]原地发动斩击并爆出锋利的剑气转轮，持续对正前方敌人造成伤害。[r]造成[txt:size=18 color=green]102.6%+3038[txt:size=18 color=white]点物理伤害；102.6%+3038[txt:size=18 color=white]点魔法伤害。		0	0
30052006	2	card_001_skill5	item_skill_1520.png	裂波破空斩	400	35	13	6	23	0	0	0	71000001	76	72000001	46	0	20000	10310	10310	3645	3645	0	0	0	40	[txt:size=18 color=white]原地发动斩击并爆出锋利的剑气转轮，持续对正前方敌人造成伤害。[r]造成[txt:size=18 color=green]103.1%+3645[txt:size=18 color=white]点物理伤害；103.1%+3645[txt:size=18 color=white]点魔法伤害。		0	0
30052007	2	card_001_skill5	item_skill_1520.png	裂波破空斩	400	35	13	7	24	0	0	0	71000001	88	72000001	54	0	20000	10360	10360	4253	4253	0	0	0	40	[txt:size=18 color=white]原地发动斩击并爆出锋利的剑气转轮，持续对正前方敌人造成伤害。[r]造成[txt:size=18 color=green]103.6%+4253[txt:size=18 color=white]点物理伤害；103.6%+4253[txt:size=18 color=white]点魔法伤害。		0	0
30052008	2	card_001_skill5	item_skill_1520.png	裂波破空斩	400	35	13	8	24	0	0	0	71000001	101	72000001	62	0	20000	10410	10410	4860	4860	0	0	0	40	[txt:size=18 color=white]原地发动斩击并爆出锋利的剑气转轮，持续对正前方敌人造成伤害。[r]造成[txt:size=18 color=green]104.1%+4860[txt:size=18 color=white]点物理伤害；104.1%+4860[txt:size=18 color=white]点魔法伤害。		0	0
30052009	2	card_001_skill5	item_skill_1520.png	裂波破空斩	400	35	13	9	25	0	0	0	71000001	114	72000001	69	0	20000	10470	10470	5468	5468	0	0	0	40	[txt:size=18 color=white]原地发动斩击并爆出锋利的剑气转轮，持续对正前方敌人造成伤害。[r]造成[txt:size=18 color=green]104.7%+5468[txt:size=18 color=white]点物理伤害；104.7%+5468[txt:size=18 color=white]点魔法伤害。		0	0
30052010	2	card_001_skill5	item_skill_1520.png	裂波破空斩	400	35	13	10	25	0	0	0	71000001	126	72000001	77	0	20000	10520	10520	6075	6075	0	0	0	40	[txt:size=18 color=white]原地发动斩击并爆出锋利的剑气转轮，持续对正前方敌人造成伤害。[r]造成[txt:size=18 color=green]105.2%+6075[txt:size=18 color=white]点物理伤害；105.2%+6075[txt:size=18 color=white]点魔法伤害。		0	0
30052011	2	card_001_skill5	item_skill_1520.png	裂波破空斩	400	35	13	11	26	0	0	0	72000001	85	73000001	43	0	20000	10570	10570	6683	6683	0	0	0	40	[txt:size=18 color=white]原地发动斩击并爆出锋利的剑气转轮，持续对正前方敌人造成伤害。[r]造成[txt:size=18 color=green]105.7%+6683[txt:size=18 color=white]点物理伤害；105.7%+6683[txt:size=18 color=white]点魔法伤害。		0	0
30052012	2	card_001_skill5	item_skill_1520.png	裂波破空斩	400	35	13	12	26	0	0	0	72000001	92	73000001	47	0	20000	10620	10620	7290	7290	0	0	0	40	[txt:size=18 color=white]原地发动斩击并爆出锋利的剑气转轮，持续对正前方敌人造成伤害。[r]造成[txt:size=18 color=green]106.2%+7290[txt:size=18 color=white]点物理伤害；106.2%+7290[txt:size=18 color=white]点魔法伤害。		0	0
30052013	2	card_001_skill5	item_skill_1520.png	裂波破空斩	400	35	13	13	27	0	0	0	72000001	100	73000001	51	0	20000	10670	10670	7898	7898	0	0	0	40	[txt:size=18 color=white]原地发动斩击并爆出锋利的剑气转轮，持续对正前方敌人造成伤害。[r]造成[txt:size=18 color=green]106.7%+7898[txt:size=18 color=white]点物理伤害；106.7%+7898[txt:size=18 color=white]点魔法伤害。		0	0
30052014	2	card_001_skill5	item_skill_1520.png	裂波破空斩	400	35	13	14	27	0	0	0	72000001	107	73000001	55	0	20000	10720	10720	8505	8505	0	0	0	40	[txt:size=18 color=white]原地发动斩击并爆出锋利的剑气转轮，持续对正前方敌人造成伤害。[r]造成[txt:size=18 color=green]107.2%+8505[txt:size=18 color=white]点物理伤害；107.2%+8505[txt:size=18 color=white]点魔法伤害。		0	0
30052015	2	card_001_skill5	item_skill_1520.png	裂波破空斩	400	35	13	15	28	0	0	0	72000001	115	73000001	59	0	20000	10780	10780	9113	9113	0	0	0	40	[txt:size=18 color=white]原地发动斩击并爆出锋利的剑气转轮，持续对正前方敌人造成伤害。[r]造成[txt:size=18 color=green]107.8%+9113[txt:size=18 color=white]点物理伤害；107.8%+9113[txt:size=18 color=white]点魔法伤害。		0	0
30052016	2	card_001_skill5	item_skill_1520.png	裂波破空斩	400	35	13	16	28	0	0	0	72000001	123	73000001	63	0	20000	10830	10830	9720	9720	0	0	0	40	[txt:size=18 color=white]原地发动斩击并爆出锋利的剑气转轮，持续对正前方敌人造成伤害。[r]造成[txt:size=18 color=green]108.3%+9720[txt:size=18 color=white]点物理伤害；108.3%+9720[txt:size=18 color=white]点魔法伤害。		0	0
30052017	2	card_001_skill5	item_skill_1520.png	裂波破空斩	400	35	13	17	29	0	0	0	72000001	130	73000001	66	0	20000	10880	10880	10328	10328	0	0	0	40	[txt:size=18 color=white]原地发动斩击并爆出锋利的剑气转轮，持续对正前方敌人造成伤害。[r]造成[txt:size=18 color=green]108.8%+10328[txt:size=18 color=white]点物理伤害；108.8%+10328[txt:size=18 color=white]点魔法伤害。		0	0
30052018	2	card_001_skill5	item_skill_1520.png	裂波破空斩	400	35	13	18	29	0	0	0	72000001	138	73000001	70	0	20000	10930	10930	10935	10935	0	0	0	40	[txt:size=18 color=white]原地发动斩击并爆出锋利的剑气转轮，持续对正前方敌人造成伤害。[r]造成[txt:size=18 color=green]109.3%+10935[txt:size=18 color=white]点物理伤害；109.3%+10935[txt:size=18 color=white]点魔法伤害。		0	0
30052019	2	card_001_skill5	item_skill_1520.png	裂波破空斩	400	35	13	19	30	0	0	0	72000001	146	73000001	74	0	20000	10980	10980	11543	11543	0	0	0	40	[txt:size=18 color=white]原地发动斩击并爆出锋利的剑气转轮，持续对正前方敌人造成伤害。[r]造成[txt:size=18 color=green]109.8%+11543[txt:size=18 color=white]点物理伤害；109.8%+11543[txt:size=18 color=white]点魔法伤害。		0	0
30052020	2	card_001_skill5	item_skill_1520.png	裂波破空斩	400	35	13	20	30	0	0	0	72000001	153	73000001	78	0	20000	11040	11040	12150	12150	0	0	0	40	[txt:size=18 color=white]原地发动斩击并爆出锋利的剑气转轮，持续对正前方敌人造成伤害。[r]造成[txt:size=18 color=green]110.4%+12150[txt:size=18 color=white]点物理伤害；110.4%+12150[txt:size=18 color=white]点魔法伤害。		0	0
30052021	2	card_001_skill5	item_skill_1520.png	裂波破空斩	400	35	13	21	31	0	0	0	73000001	82	74000001	54	0	20000	11090	11090	12758	12758	0	0	0	40	[txt:size=18 color=white]原地发动斩击并爆出锋利的剑气转轮，持续对正前方敌人造成伤害。[r]造成[txt:size=18 color=green]110.9%+12758[txt:size=18 color=white]点物理伤害；110.9%+12758[txt:size=18 color=white]点魔法伤害。		0	0
30052022	2	card_001_skill5	item_skill_1520.png	裂波破空斩	400	35	13	22	31	0	0	0	73000001	86	74000001	56	0	20000	11140	11140	13365	13365	0	0	0	40	[txt:size=18 color=white]原地发动斩击并爆出锋利的剑气转轮，持续对正前方敌人造成伤害。[r]造成[txt:size=18 color=green]111.4%+13365[txt:size=18 color=white]点物理伤害；111.4%+13365[txt:size=18 color=white]点魔法伤害。		0	0
30052023	2	card_001_skill5	item_skill_1520.png	裂波破空斩	400	35	13	23	32	0	0	0	73000001	90	74000001	59	0	20000	11190	11190	13973	13973	0	0	0	40	[txt:size=18 color=white]原地发动斩击并爆出锋利的剑气转轮，持续对正前方敌人造成伤害。[r]造成[txt:size=18 color=green]111.9%+13973[txt:size=18 color=white]点物理伤害；111.9%+13973[txt:size=18 color=white]点魔法伤害。		0	0
30052024	2	card_001_skill5	item_skill_1520.png	裂波破空斩	400	35	13	24	32	0	0	0	73000001	94	74000001	61	0	20000	11240	11240	14580	14580	0	0	0	40	[txt:size=18 color=white]原地发动斩击并爆出锋利的剑气转轮，持续对正前方敌人造成伤害。[r]造成[txt:size=18 color=green]112.4%+14580[txt:size=18 color=white]点物理伤害；112.4%+14580[txt:size=18 color=white]点魔法伤害。		0	0
30052025	2	card_001_skill5	item_skill_1520.png	裂波破空斩	400	35	13	25	33	0	0	0	73000001	98	74000001	64	0	20000	11290	11290	15188	15188	0	0	0	40	[txt:size=18 color=white]原地发动斩击并爆出锋利的剑气转轮，持续对正前方敌人造成伤害。[r]造成[txt:size=18 color=green]112.9%+15188[txt:size=18 color=white]点物理伤害；112.9%+15188[txt:size=18 color=white]点魔法伤害。		0	0
30052026	2	card_001_skill5	item_skill_1520.png	裂波破空斩	400	35	13	26	33	0	0	0	73000001	101	74000001	66	0	20000	11350	11350	15795	15795	0	0	0	40	[txt:size=18 color=white]原地发动斩击并爆出锋利的剑气转轮，持续对正前方敌人造成伤害。[r]造成[txt:size=18 color=green]113.5%+15795[txt:size=18 color=white]点物理伤害；113.5%+15795[txt:size=18 color=white]点魔法伤害。		0	0
30052027	2	card_001_skill5	item_skill_1520.png	裂波破空斩	400	35	13	27	34	0	0	0	73000001	105	74000001	69	0	20000	11400	11400	16403	16403	0	0	0	40	[txt:size=18 color=white]原地发动斩击并爆出锋利的剑气转轮，持续对正前方敌人造成伤害。[r]造成[txt:size=18 color=green]114%+16403[txt:size=18 color=white]点物理伤害；114%+16403[txt:size=18 color=white]点魔法伤害。		0	0
30052028	2	card_001_skill5	item_skill_1520.png	裂波破空斩	400	35	13	28	34	0	0	0	73000001	109	74000001	71	0	20000	11450	11450	17010	17010	0	0	0	40	[txt:size=18 color=white]原地发动斩击并爆出锋利的剑气转轮，持续对正前方敌人造成伤害。[r]造成[txt:size=18 color=green]114.5%+17010[txt:size=18 color=white]点物理伤害；114.5%+17010[txt:size=18 color=white]点魔法伤害。		0	0
30052029	2	card_001_skill5	item_skill_1520.png	裂波破空斩	400	35	13	29	35	0	0	0	73000001	113	74000001	74	0	20000	11500	11500	17618	17618	0	0	0	40	[txt:size=18 color=white]原地发动斩击并爆出锋利的剑气转轮，持续对正前方敌人造成伤害。[r]造成[txt:size=18 color=green]115%+17618[txt:size=18 color=white]点物理伤害；115%+17618[txt:size=18 color=white]点魔法伤害。		0	0
30052030	2	card_001_skill5	item_skill_1520.png	裂波破空斩	400	35	13	30	35	0	0	0	73000001	117	74000001	76	0	20000	11550	11550	18225	18225	0	0	0	40	[txt:size=18 color=white]原地发动斩击并爆出锋利的剑气转轮，持续对正前方敌人造成伤害。[r]造成[txt:size=18 color=green]115.5%+18225[txt:size=18 color=white]点物理伤害；115.5%+18225[txt:size=18 color=white]点魔法伤害。		0	0
30052031	2	card_001_skill5	item_skill_1520.png	裂波破空斩	400	35	13	31	36	0	0	0	74000001	79	75000001	39	0	20000	11600	11600	18833	18833	0	0	0	40	[txt:size=18 color=white]原地发动斩击并爆出锋利的剑气转轮，持续对正前方敌人造成伤害。[r]造成[txt:size=18 color=green]116%+18833[txt:size=18 color=white]点物理伤害；116%+18833[txt:size=18 color=white]点魔法伤害。		0	0
30052032	2	card_001_skill5	item_skill_1520.png	裂波破空斩	400	35	13	32	36	0	0	0	74000001	81	75000001	40	0	20000	11660	11660	19440	19440	0	0	0	40	[txt:size=18 color=white]原地发动斩击并爆出锋利的剑气转轮，持续对正前方敌人造成伤害。[r]造成[txt:size=18 color=green]116.6%+19440[txt:size=18 color=white]点物理伤害；116.6%+19440[txt:size=18 color=white]点魔法伤害。		0	0
