俱乐部id	俱乐部名称	俱乐部按钮图标	俱乐部动画标志	俱乐部等级	玩家等级段	单人赛出场卡牌	多人赛队长1号位	多人赛2号位	多人赛3号位	4积分宝箱	组数1	8积分宝箱	组数2	12积分宝箱	组数3	宝石孔位	洗练属性	俱乐部权重	俱乐部出现位置	俱乐部星级	包含关卡id	个人赛1星时间	个人赛2星时间	个人赛3星时间	团队赛1星时间	团队赛2星时间	团队赛3星时间	产出卡牌
303504	醉花	team_06.png	iconClubXX.png	35	35:39;	21202007:1600;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;	21202007:1600;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;	21202007:1600;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;	21202007:1600;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;	30011030;30011030;30012000;30015010;30015010;30013030;30017025;	1:6850;2:2000;3:700;4:450;	30021030;30021030;30022000;30025010;30025010;30023030;30027025;	1:2000;2:4000;3:3500;4:500;	30031030;30031030;30032000;30035010;30035010;30033030;30037025;	1:650;2:2500;3:5500;4:1350;	4	4	105	1:2:3:4:5;	3	2005	6000000	60000	30000	6000000	60000	30000	31099;21099;
303505	兵王	iconClubBT.png	iconClubXX.png	35	35:39;	53002007:6000;52205007:1000;32202007:3000;	53002107:10000;	52205007:400;32202007:500;21202007:1300;21303007:1300;12002007:1300;21302007:1300;21102007:1300;22103007:1300;12102007:1300;	21202007:1400;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1600;	30011030;30011030;30012000;30015010;30015010;30013030;30017025;	1:6850;2:2000;3:700;4:450;	30021030;30021030;30022000;30025010;30025010;30023030;30027025;	1:2000;2:4000;3:3500;4:500;	30031030;30031030;30032000;30035010;30035010;30033030;30037025;	1:650;2:2500;3:5500;4:1350;	4	4	105	1:2:3:4:5;	3	2001	6000000	60000	30000	6000000	60000	30000	31099;21099;
303506	凛冽	team_04.png	iconClubXX.png	35	35:39;	21202007:1600;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;	21202007:1600;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;	43202007:10000;	21202007:1600;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;	30011030;30011030;30012000;30015010;30015010;30013030;30017025;30616010;	1:6850;2:2000;3:700;4:450;	30021030;30021030;30022000;30025010;30025010;30023030;30027025;30626010;	1:2000;2:4000;3:3500;4:500;	30031030;30031030;30032000;30035010;30035010;30033030;30037025;30636010;	1:650;2:2500;3:5500;4:1350;	4	4	105	1:2:3:4:5;	3	2009	6000000	60000	30000	6000000	60000	30000	43202;31099;21099;
303507	往生	iconClubLH.png	iconClubXX.png	35	35:39;	21202007:500;21303007:500;12002007:500;21302007:500;21102007:500;22103007:500;12102007:500;54002007:6500;	54002107:10000;	21202007:1600;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;	21202007:1600;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;	30011030;30011030;30012000;30015010;30015010;30013030;30017025;	1:6850;2:2000;3:700;4:450;	30021030;30021030;30022000;30025010;30025010;30023030;30027025;	1:2000;2:4000;3:3500;4:500;	30031030;30031030;30032000;30035010;30035010;30033030;30037025;	1:650;2:2500;3:5500;4:1350;	4	4	105	1:2:3:4:5;	3	2002	6000000	60000	30000	6000000	60000	30000	31099;21099;
203501	斩魄	team_08.png	iconClubXX.png	35	35:39;	21202007:1300;21303007:1300;12002007:1300;21302007:1300;21102007:1300;22103007:1300;12102007:1300;41103007:900;	41103107:10000;	21202007:1400;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1600;	21202007:1400;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1600;	20011030;20011030;20012000;20015010;20015010;30017025;20116010;	1:7870;2:1500;3:400;4:230;	20021030;20021030;20022000;20025010;20025010;20023030;30027025;20126010;	1:4680;2:3500;3:1500;4:320;	20031030;20031030;20032000;20035010;20035010;20033030;30037025;20136010;	1:2600;2:4500;3:2000;4:900;	4	4	500	1:2:3:4:5;	2	2010	6000000	60000	30000	6000000	60000	30000	41103;21099;11099;
203502	虚无	team_02.png	iconClubXX.png	35	35:39;	21202007:1400;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;42203007:200;	41203107:10000;	21202007:1400;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;42203007:200;	21202007:1400;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;42203007:200;	20011030;20011030;20012000;20015010;20015010;20017025;20216010;	1:7870;2:1500;3:400;4:230;	20021030;20021030;20022000;20025010;20025010;20023030;20027025;20226010;	1:4680;2:3500;3:1500;4:320;	20031030;20031030;20032000;20035010;20035010;20033030;20037025;20236010;	1:2600;2:4500;3:2000;4:900;	4	4	500	1:2:3:4:5;	2	2006	6000000	60000	30000	6000000	60000	30000	41203;21099;11099;
203503	马刺	team_07.png	iconClubXX.png	35	35:39;	21202007:1400;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;54102007:200;	21202007:1400;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;52302107:200;	21202007:1400;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;54102007:200;	21202007:1400;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;54102007:200;	20011030;20011030;20012000;20015010;20015010;20017025;	1:7870;2:1500;3:400;4:230;	20021030;20021030;20022000;20025010;20025010;20023030;20027025;	1:4680;2:3500;3:1500;4:320;	20031030;20031030;20032000;20035010;20035010;20033030;20037025;	1:2600;2:4500;3:2000;4:900;	4	4	500	1:2:3:4:5;	2	2008	6000000	60000	30000	6000000	60000	30000	21099;11099;
103501	传奇	team_11.png	iconClubXX.png	35	35:39;	21202007:1400;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;41306107:200;	41306107:10000;	21202007:1600;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;	21202007:1600;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;	10011030;10011030;10012000;10015010;10015010;20017025;	1:9340;2:500;3:100;4:60;	10021030;10021030;10022000;10025010;10025010;20027025;	1:7750;2:1500;3:500;4:250;	10031030;10031030;10032000;10035010;10035010;10033030;20037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2017	6000000	60000	30000	6000000	60000	30000	11099;
103502	无极	team_14.png	iconClubXX.png	35	35:39;	21202007:1600;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;	32005107:10000;	31304007:10000;	21202007:1400;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1600;	10011030;10011030;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021030;10021030;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031030;10031030;10032000;10035010;10035010;10033030;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2022	6000000	60000	30000	6000000	60000	30000	11099;
103503	穿天	team_10.png	iconClubXX.png	35	35:39;	21202007:1600;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;	21202007:1600;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;	21202007:1600;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;	21202007:1600;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;	10011030;10011030;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021030;10021030;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031030;10031030;10032000;10035010;10035010;10033030;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2015	6000000	60000	30000	6000000	60000	30000	11099;
103504	雄华	team_16.png	iconClubXX.png	35	35:39;	21202007:1600;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;	21202007:1600;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;	21202007:1600;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;	21202007:1600;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;	10011030;10011030;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021030;10021030;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031030;10031030;10032000;10035010;10035010;10033030;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2011	6000000	60000	30000	6000000	60000	30000	11099;
103505	倾贺	team_09.png	iconClubXX.png	35	35:39;	21202007:1600;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;	21202007:1600;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;	21202007:1600;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;	21202007:1600;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;	10011030;10011030;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021030;10021030;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031030;10031030;10032000;10035010;10035010;10033030;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2012	6000000	60000	30000	6000000	60000	30000	11099;
103506	重律	team_21.png	iconClubXX.png	35	35:39;	21202007:1600;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;	21202007:1600;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;	21202007:1600;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;	21202007:1600;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;	10011030;10011030;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021030;10021030;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031030;10031030;10032000;10035010;10035010;10033030;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2014	6000000	60000	30000	6000000	60000	30000	11099;
103507	诛仙	team_17.png	iconClubXX.png	35	35:39;	21202007:1600;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;	21202007:1600;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;	21202007:1600;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;	21202007:1600;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;	10011030;10011030;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021030;10021030;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031030;10031030;10032000;10035010;10035010;10033030;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2020	6000000	60000	30000	6000000	60000	30000	11099;
103508	夕火	team_12.png	iconClubXX.png	35	35:39;	21202007:1600;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;	21202007:1600;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;	21202007:1600;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;	21202007:1600;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;	10011030;10011030;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021030;10021030;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031030;10031030;10032000;10035010;10035010;10033030;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2021	6000000	60000	30000	6000000	60000	30000	11099;
103509	时光	team_20.png	iconClubXX.png	35	35:39;	21202007:1600;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;	21202007:1600;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;	21202007:1600;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;	21202007:1600;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;	10011030;10011030;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021030;10021030;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031030;10031030;10032000;10035010;10035010;10033030;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2023	6000000	60000	30000	6000000	60000	30000	11099;
103510	玄奇	team_18.png	iconClubXX.png	35	35:39;	21202007:1600;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;	21202007:1600;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;	21202007:1600;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;	21202007:1600;21303007:1400;12002007:1400;21302007:1400;21102007:1400;22103007:1400;12102007:1400;	10011030;10011030;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021030;10021030;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031030;10031030;10032000;10035010;10035010;10033030;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2024	6000000	60000	30000	6000000	60000	30000	11099;
304001	天河	iconClubLY.png	iconClubXX.png	40	40:44;	31002008:6000;21202008:300;21303008:300;12002008:300;21302008:300;21102008:300;22103008:300;12102008:300;51005008:950;31008008:950;	21202008:1400;21303008:1400;12002008:1400;21302008:1400;21102008:1400;22103008:1400;12102008:1600;	51005108:10000;	21202008:1400;21303008:1400;12002008:1400;21302008:1400;21102008:1400;22103008:1400;12102008:1600;	30011030;30011030;30012000;30015010;30015010;30013030;30017025;	1:6850;2:2000;3:700;4:450;	30021030;30021030;30022000;30025010;30025010;30023030;30027025;	1:2000;2:4000;3:3500;4:500;	30031030;30031030;30032000;30035010;30035010;30033030;30037025;	1:650;2:2500;3:5500;4:1350;	4	4	105	1:2:3:4:5;	3	2004	6000000	60000	30000	6000000	60000	30000	31099;21099;
304002	天药	iconClubWC.png	iconClubXX.png	40	40:44;	21202008:200;21303008:200;12002008:200;21302008:200;21102008:200;22103008:200;12102008:200;51006008:5000;32104008:3600;	21202008:1400;21303008:1400;12002008:1400;21302008:1400;21102008:1400;22103008:1400;12102008:1600;	51006108:10000;	32104008:10000;	30011030;30011030;30012000;30015010;30015010;30013030;30017025;30216010;	1:6850;2:2000;3:700;4:450;	30021030;30021030;30022000;30025010;30025010;30023030;30027025;30226010;	1:2000;2:4000;3:3500;4:500;	30031030;30031030;30032000;30035010;30035010;30033030;30037025;30236010;	1:650;2:2500;3:5500;4:1350;	4	4	105	1:2:3:4:5;	3	2003	6000000	60000	30000	6000000	60000	30000	51006;31099;21099;
304003	荣星	iconClubXX.png	iconClubXX.png	40	40:44;	43102008:1400;44003008:1400;24004008:1400;11007008:1400;12003008:1400;22004008:1000;42006008:1000;41103008:500;32005008:500;	22004008:10000;	44003008:10000;	43102008:10000;	30011030;30011030;30012000;30015010;30015010;30013030;30017025;30316010;	1:6850;2:2000;3:700;4:450;	30021030;30021030;30022000;30025010;30025010;30023030;30027025;30326010;	1:2000;2:4000;3:3500;4:500;	30031030;30031030;30032000;30035010;30035010;30033030;30037025;30336010;	1:650;2:2500;3:5500;4:1350;	4	4	105	1:2:3:4:5;	3	2019	6000000	60000	30000	6000000	60000	30000	44003;43102;42006;31099;21099;
304004	醉花	team_06.png	iconClubXX.png	40	40:44;	21202008:1600;21303008:1400;12002008:1400;21302008:1400;21102008:1400;22103008:1400;12102008:1400;	21202008:1600;21303008:1400;12002008:1400;21302008:1400;21102008:1400;22103008:1400;12102008:1400;	21202008:1600;21303008:1400;12002008:1400;21302008:1400;21102008:1400;22103008:1400;12102008:1400;	21202008:1600;21303008:1400;12002008:1400;21302008:1400;21102008:1400;22103008:1400;12102008:1400;	30011030;30011030;30012000;30015010;30015010;30013030;30017025;	1:6850;2:2000;3:700;4:450;	30021030;30021030;30022000;30025010;30025010;30023030;30027025;	1:2000;2:4000;3:3500;4:500;	30031030;30031030;30032000;30035010;30035010;30033030;30037025;	1:650;2:2500;3:5500;4:1350;	4	4	105	1:2:3:4:5;	3	2005	6000000	60000	30000	6000000	60000	30000	31099;21099;
304005	兵王	iconClubBT.png	iconClubXX.png	40	40:44;	53002008:6000;52205008:1000;32202008:3000;	53002108:10000;	52205008:400;32202008:500;21202008:1300;21303008:1300;12002008:1300;21302008:1300;21102008:1300;22103008:1300;12102008:1300;	21202008:1400;21303008:1400;12002008:1400;21302008:1400;21102008:1400;22103008:1400;12102008:1600;	30011030;30011030;30012000;30015010;30015010;30013030;30017025;	1:6850;2:2000;3:700;4:450;	30021030;30021030;30022000;30025010;30025010;30023030;30027025;	1:2000;2:4000;3:3500;4:500;	30031030;30031030;30032000;30035010;30035010;30033030;30037025;	1:650;2:2500;3:5500;4:1350;	4	4	105	1:2:3:4:5;	3	2001	6000000	60000	30000	6000000	60000	30000	31099;21099;
304006	凛冽	team_04.png	iconClubXX.png	40	40:44;	21202008:1600;21303008:1400;12002008:1400;21302008:1400;21102008:1400;22103008:1400;12102008:1400;	21202008:1600;21303008:1400;12002008:1400;21302008:1400;21102008:1400;22103008:1400;12102008:1400;	43202008:10000;	21202008:1600;21303008:1400;12002008:1400;21302008:1400;21102008:1400;22103008:1400;12102008:1400;	30011030;30011030;30012000;30015010;30015010;30013030;30017025;30616010;	1:6850;2:2000;3:700;4:450;	30021030;30021030;30022000;30025010;30025010;30023030;30027025;30626010;	1:2000;2:4000;3:3500;4:500;	30031030;30031030;30032000;30035010;30035010;30033030;30037025;30636010;	1:650;2:2500;3:5500;4:1350;	4	4	105	1:2:3:4:5;	3	2009	6000000	60000	30000	6000000	60000	30000	43202;31099;21099;
304007	往生	iconClubLH.png	iconClubXX.png	40	40:44;	21202008:500;21303008:500;12002008:500;21302008:500;21102008:500;22103008:500;12102008:500;54002008:6500;	54002108:10000;	21202008:1600;21303008:1400;12002008:1400;21302008:1400;21102008:1400;22103008:1400;12102008:1400;	21202008:1600;21303008:1400;12002008:1400;21302008:1400;21102008:1400;22103008:1400;12102008:1400;	30011030;30011030;30012000;30015010;30015010;30013030;30017025;	1:6850;2:2000;3:700;4:450;	30021030;30021030;30022000;30025010;30025010;30023030;30027025;	1:2000;2:4000;3:3500;4:500;	30031030;30031030;30032000;30035010;30035010;30033030;30037025;	1:650;2:2500;3:5500;4:1350;	4	4	105	1:2:3:4:5;	3	2002	6000000	60000	30000	6000000	60000	30000	31099;21099;
204001	斩魄	team_08.png	iconClubXX.png	40	40:44;	21202008:1300;21303008:1300;12002008:1300;21302008:1300;21102008:1300;22103008:1300;12102008:1300;41103008:900;	41103108:10000;	21202008:1400;21303008:1400;12002008:1400;21302008:1400;21102008:1400;22103008:1400;12102008:1600;	21202008:1400;21303008:1400;12002008:1400;21302008:1400;21102008:1400;22103008:1400;12102008:1600;	20011030;20011030;20012000;20015010;20015010;30017025;20116010;	1:7870;2:1500;3:400;4:230;	20021030;20021030;20022000;20025010;20025010;20023030;30027025;20126010;	1:4680;2:3500;3:1500;4:320;	20031030;20031030;20032000;20035010;20035010;20033030;30037025;20136010;	1:2600;2:4500;3:2000;4:900;	4	4	500	1:2:3:4:5;	2	2010	6000000	60000	30000	6000000	60000	30000	41103;21099;11099;
204002	虚无	team_02.png	iconClubXX.png	40	40:44;	21202008:1400;21303008:1400;12002008:1400;21302008:1400;21102008:1400;22103008:1400;12102008:1400;42203008:200;	41203108:10000;	21202008:1400;21303008:1400;12002008:1400;21302008:1400;21102008:1400;22103008:1400;12102008:1400;42203008:200;	21202008:1400;21303008:1400;12002008:1400;21302008:1400;21102008:1400;22103008:1400;12102008:1400;42203008:200;	20011030;20011030;20012000;20015010;20015010;20017025;20216010;	1:7870;2:1500;3:400;4:230;	20021030;20021030;20022000;20025010;20025010;20023030;20027025;20226010;	1:4680;2:3500;3:1500;4:320;	20031030;20031030;20032000;20035010;20035010;20033030;20037025;20236010;	1:2600;2:4500;3:2000;4:900;	4	4	500	1:2:3:4:5;	2	2006	6000000	60000	30000	6000000	60000	30000	41203;21099;11099;
