道具组id	道具类型	道具id	道具名称	道具数量	道具权重
403056	1	64000008	龙骨碎片	1	10
403056	1	64000009	刀锋碎片	1	10
403056	1	64000010	戈壁石	1	10
403056	1	64000011	燃烧心脏	1	10
403056	1	64000012	龙人鳞片	1	10
403057	1	64000001	红袍碎片	1	10
403057	1	64000002	时之沙	1	10
403057	1	64000003	寒冰石	1	10
403057	1	64000004	落日岩浆	1	10
403057	1	64000005	水晶矿脉	1	10
403057	1	64000006	有毒泥浆	1	10
403057	1	64000007	海洋珍珠	1	10
403057	1	64000008	龙骨碎片	1	10
403057	1	64000009	刀锋碎片	1	10
403057	1	64000010	戈壁石	1	10
403057	1	64000011	燃烧心脏	1	10
403057	1	64000012	龙人鳞片	1	10
403058	1	64000001	红袍碎片	1	10
403058	1	64000002	时之沙	1	10
403058	1	64000003	寒冰石	1	10
403058	1	64000004	落日岩浆	1	10
403058	1	64000005	水晶矿脉	1	10
403058	1	64000006	有毒泥浆	1	10
403058	1	64000007	海洋珍珠	1	10
403058	1	64000008	龙骨碎片	1	10
403058	1	64000009	刀锋碎片	1	10
403058	1	64000010	戈壁石	1	10
403058	1	64000011	燃烧心脏	1	10
403058	1	64000012	龙人鳞片	1	10
403059	1	64000001	红袍碎片	1	10
403059	1	64000002	时之沙	1	10
403059	1	64000003	寒冰石	1	10
403059	1	64000004	落日岩浆	1	10
403059	1	64000005	水晶矿脉	1	10
403059	1	64000006	有毒泥浆	1	10
403059	1	64000007	海洋珍珠	1	10
403059	1	64000008	龙骨碎片	1	10
403059	1	64000009	刀锋碎片	1	10
403059	1	64000010	戈壁石	1	10
403059	1	64000011	燃烧心脏	1	10
403059	1	64000012	龙人鳞片	1	10
403060	1	64000001	红袍碎片	1	10
403060	1	64000002	时之沙	1	10
403060	1	64000003	寒冰石	1	10
403060	1	64000004	落日岩浆	1	10
403060	1	64000005	水晶矿脉	1	10
403060	1	64000006	有毒泥浆	1	10
403060	1	64000007	海洋珍珠	1	10
403060	1	64000008	龙骨碎片	1	10
403060	1	64000009	刀锋碎片	1	10
403060	1	64000010	戈壁石	1	10
403060	1	64000011	燃烧心脏	1	10
403060	1	64000012	龙人鳞片	1	10
403061	1	64000001	红袍碎片	1	10
403061	1	64000002	时之沙	1	10
403061	1	64000003	寒冰石	1	10
403061	1	64000004	落日岩浆	1	10
403061	1	64000005	水晶矿脉	1	10
403061	1	64000006	有毒泥浆	1	10
403061	1	64000007	海洋珍珠	1	10
403061	1	64000008	龙骨碎片	1	10
403061	1	64000009	刀锋碎片	1	10
403061	1	64000010	戈壁石	1	10
403061	1	64000011	燃烧心脏	1	10
403061	1	64000012	龙人鳞片	1	10
403062	1	64000001	红袍碎片	1	10
403062	1	64000002	时之沙	1	10
403062	1	64000003	寒冰石	1	10
403062	1	64000004	落日岩浆	1	10
403062	1	64000005	水晶矿脉	1	10
403062	1	64000006	有毒泥浆	1	10
403062	1	64000007	海洋珍珠	1	10
403062	1	64000008	龙骨碎片	1	10
403062	1	64000009	刀锋碎片	1	10
403062	1	64000010	戈壁石	1	10
403062	1	64000011	燃烧心脏	1	10
403062	1	64000012	龙人鳞片	1	10
403063	1	64000001	红袍碎片	1	10
403063	1	64000002	时之沙	1	10
403063	1	64000003	寒冰石	1	10
403063	1	64000004	落日岩浆	1	10
403063	1	64000005	水晶矿脉	1	10
403063	1	64000006	有毒泥浆	1	10
403063	1	64000007	海洋珍珠	1	10
403063	1	64000008	龙骨碎片	1	10
403063	1	64000009	刀锋碎片	1	10
403063	1	64000010	戈壁石	1	10
403063	1	64000011	燃烧心脏	1	10
403063	1	64000012	龙人鳞片	1	10
403064	1	64000001	红袍碎片	1	10
403064	1	64000002	时之沙	1	10
403064	1	64000003	寒冰石	1	10
403064	1	64000004	落日岩浆	1	10
403064	1	64000005	水晶矿脉	1	10
403064	1	64000006	有毒泥浆	1	10
403064	1	64000007	海洋珍珠	1	10
403064	1	64000008	龙骨碎片	1	10
403064	1	64000009	刀锋碎片	1	10
403064	1	64000010	戈壁石	1	10
403064	1	64000011	燃烧心脏	1	10
403064	1	64000012	龙人鳞片	1	10
403065	1	64000001	红袍碎片	1	10
403065	1	64000002	时之沙	1	10
403065	1	64000003	寒冰石	1	10
403065	1	64000004	落日岩浆	1	10
403065	1	64000005	水晶矿脉	1	10
403065	1	64000006	有毒泥浆	1	10
403065	1	64000007	海洋珍珠	1	10
403065	1	64000008	龙骨碎片	1	10
403065	1	64000009	刀锋碎片	1	10
403065	1	64000010	戈壁石	1	10
403065	1	64000011	燃烧心脏	1	10
403065	1	64000012	龙人鳞片	1	10
403066	1	64000001	红袍碎片	1	10
403066	1	64000002	时之沙	1	10
403066	1	64000003	寒冰石	1	10
403066	1	64000004	落日岩浆	1	10
403066	1	64000005	水晶矿脉	1	10
403066	1	64000006	有毒泥浆	1	10
403066	1	64000007	海洋珍珠	1	10
403066	1	64000008	龙骨碎片	1	10
403066	1	64000009	刀锋碎片	1	10
403066	1	64000010	戈壁石	1	10
403066	1	64000011	燃烧心脏	1	10
403066	1	64000012	龙人鳞片	1	10
403067	1	64000001	红袍碎片	1	10
403067	1	64000002	时之沙	1	10
403067	1	64000003	寒冰石	1	10
403067	1	64000004	落日岩浆	1	10
403067	1	64000005	水晶矿脉	1	10
403067	1	64000006	有毒泥浆	1	10
403067	1	64000007	海洋珍珠	1	10
403067	1	64000008	龙骨碎片	1	10
403067	1	64000009	刀锋碎片	1	10
403067	1	64000010	戈壁石	1	10
403067	1	64000011	燃烧心脏	1	10
403067	1	64000012	龙人鳞片	1	10
403068	1	64000001	红袍碎片	1	10
403068	1	64000002	时之沙	1	10
403068	1	64000003	寒冰石	1	10
403068	1	64000004	落日岩浆	1	10
403068	1	64000005	水晶矿脉	1	10
403068	1	64000006	有毒泥浆	1	10
403068	1	64000007	海洋珍珠	1	10
403068	1	64000008	龙骨碎片	1	10
403068	1	64000009	刀锋碎片	1	10
403068	1	64000010	戈壁石	1	10
403068	1	64000011	燃烧心脏	1	10
403068	1	64000012	龙人鳞片	1	10
403069	1	64000001	红袍碎片	1	10
403069	1	64000002	时之沙	1	10
403069	1	64000003	寒冰石	1	10
403069	1	64000004	落日岩浆	1	10
403069	1	64000005	水晶矿脉	1	10
403069	1	64000006	有毒泥浆	1	10
403069	1	64000007	海洋珍珠	1	10
403069	1	64000008	龙骨碎片	1	10
403069	1	64000009	刀锋碎片	1	10
403069	1	64000010	戈壁石	1	10
403069	1	64000011	燃烧心脏	1	10
403069	1	64000012	龙人鳞片	1	10
403070	1	64000001	红袍碎片	1	10
403070	1	64000002	时之沙	1	10
403070	1	64000003	寒冰石	1	10
403070	1	64000004	落日岩浆	1	10
403070	1	64000005	水晶矿脉	1	10
403070	1	64000006	有毒泥浆	1	10
403070	1	64000007	海洋珍珠	1	10
403070	1	64000008	龙骨碎片	1	10
403070	1	64000009	刀锋碎片	1	10
403070	1	64000010	戈壁石	1	10
403070	1	64000011	燃烧心脏	1	10
403070	1	64000012	龙人鳞片	1	10
403071	1	64000001	红袍碎片	1	10
403071	1	64000002	时之沙	1	10
403071	1	64000003	寒冰石	1	10
403071	1	64000004	落日岩浆	1	10
403071	1	64000005	水晶矿脉	1	10
403071	1	64000006	有毒泥浆	1	10
403071	1	64000007	海洋珍珠	1	10
403071	1	64000008	龙骨碎片	1	10
403071	1	64000009	刀锋碎片	1	10
403071	1	64000010	戈壁石	1	10
403071	1	64000011	燃烧心脏	1	10
403071	1	64000012	龙人鳞片	1	10
403072	1	64000001	红袍碎片	1	10
403072	1	64000002	时之沙	1	10
403072	1	64000003	寒冰石	1	10
403072	1	64000004	落日岩浆	1	10
403072	1	64000005	水晶矿脉	1	10
403072	1	64000006	有毒泥浆	1	10
403072	1	64000007	海洋珍珠	1	10
403072	1	64000008	龙骨碎片	1	10
403072	1	64000009	刀锋碎片	1	10
403072	1	64000010	戈壁石	1	10
403072	1	64000011	燃烧心脏	1	10
403072	1	64000012	龙人鳞片	1	10
403073	1	64000001	红袍碎片	1	10
403073	1	64000002	时之沙	1	10
403073	1	64000003	寒冰石	1	10
403073	1	64000004	落日岩浆	1	10
403073	1	64000005	水晶矿脉	1	10
403073	1	64000006	有毒泥浆	1	10
403073	1	64000007	海洋珍珠	1	10
403073	1	64000008	龙骨碎片	1	10
403073	1	64000009	刀锋碎片	1	10
403073	1	64000010	戈壁石	1	10
403073	1	64000011	燃烧心脏	1	10
403073	1	64000012	龙人鳞片	1	10
403074	1	64000001	红袍碎片	1	10
403074	1	64000002	时之沙	1	10
403074	1	64000003	寒冰石	1	10
403074	1	64000004	落日岩浆	1	10
403074	1	64000005	水晶矿脉	1	10
403074	1	64000006	有毒泥浆	1	10
403074	1	64000007	海洋珍珠	1	10
403074	1	64000008	龙骨碎片	1	10
403074	1	64000009	刀锋碎片	1	10
403074	1	64000010	戈壁石	1	10
403074	1	64000011	燃烧心脏	1	10
403074	1	64000012	龙人鳞片	1	10
403075	1	64000001	红袍碎片	1	10
403075	1	64000002	时之沙	1	10
403075	1	64000003	寒冰石	1	10
403075	1	64000004	落日岩浆	1	10
403075	1	64000005	水晶矿脉	1	10
403075	1	64000006	有毒泥浆	1	10
403075	1	64000007	海洋珍珠	1	10
403075	1	64000008	龙骨碎片	1	10
403075	1	64000009	刀锋碎片	1	10
403075	1	64000010	戈壁石	1	10
403075	1	64000011	燃烧心脏	1	10
403075	1	64000012	龙人鳞片	1	10
403076	1	64000001	红袍碎片	1	10
403076	1	64000002	时之沙	1	10
403076	1	64000003	寒冰石	1	10
403076	1	64000004	落日岩浆	1	10
403076	1	64000005	水晶矿脉	1	10
403076	1	64000006	有毒泥浆	1	10
403076	1	64000007	海洋珍珠	1	10
403076	1	64000008	龙骨碎片	1	10
403076	1	64000009	刀锋碎片	1	10
403076	1	64000010	戈壁石	1	10
403076	1	64000011	燃烧心脏	1	10
403076	1	64000012	龙人鳞片	1	10
403077	1	64000001	红袍碎片	1	10
403077	1	64000002	时之沙	1	10
403077	1	64000003	寒冰石	1	10
403077	1	64000004	落日岩浆	1	10
403077	1	64000005	水晶矿脉	1	10
403077	1	64000006	有毒泥浆	1	10
403077	1	64000007	海洋珍珠	1	10
403077	1	64000008	龙骨碎片	1	10
403077	1	64000009	刀锋碎片	1	10
403077	1	64000010	戈壁石	1	10
403077	1	64000011	燃烧心脏	1	10
403077	1	64000012	龙人鳞片	1	10
403078	1	64000001	红袍碎片	1	10
403078	1	64000002	时之沙	1	10
403078	1	64000003	寒冰石	1	10
403078	1	64000004	落日岩浆	1	10
403078	1	64000005	水晶矿脉	1	10
403078	1	64000006	有毒泥浆	1	10
403078	1	64000007	海洋珍珠	1	10
403078	1	64000008	龙骨碎片	1	10
403078	1	64000009	刀锋碎片	1	10
403078	1	64000010	戈壁石	1	10
403078	1	64000011	燃烧心脏	1	10
403078	1	64000012	龙人鳞片	1	10
403079	1	64000001	红袍碎片	1	10
403079	1	64000002	时之沙	1	10
403079	1	64000003	寒冰石	1	10
403079	1	64000004	落日岩浆	1	10
403079	1	64000005	水晶矿脉	1	10
403079	1	64000006	有毒泥浆	1	10
403079	1	64000007	海洋珍珠	1	10
403079	1	64000008	龙骨碎片	1	10
403079	1	64000009	刀锋碎片	1	10
403079	1	64000010	戈壁石	1	10
403079	1	64000011	燃烧心脏	1	10
403079	1	64000012	龙人鳞片	1	10
403080	1	64000001	红袍碎片	1	10
403080	1	64000002	时之沙	1	10
403080	1	64000003	寒冰石	1	10
403080	1	64000004	落日岩浆	1	10
403080	1	64000005	水晶矿脉	1	10
403080	1	64000006	有毒泥浆	1	10
403080	1	64000007	海洋珍珠	1	10
403080	1	64000008	龙骨碎片	1	10
403080	1	64000009	刀锋碎片	1	10
403080	1	64000010	戈壁石	1	10
403080	1	64000011	燃烧心脏	1	10
403080	1	64000012	龙人鳞片	1	10
403081	1	64000001	红袍碎片	1	10
403081	1	64000002	时之沙	1	10
403081	1	64000003	寒冰石	1	10
403081	1	64000004	落日岩浆	1	10
403081	1	64000005	水晶矿脉	1	10
403081	1	64000006	有毒泥浆	1	10
403081	1	64000007	海洋珍珠	1	10
403081	1	64000008	龙骨碎片	1	10
403081	1	64000009	刀锋碎片	1	10
403081	1	64000010	戈壁石	1	10
403081	1	64000011	燃烧心脏	1	10
403081	1	64000012	龙人鳞片	1	10
403082	1	64000001	红袍碎片	1	10
403082	1	64000002	时之沙	1	10
403082	1	64000003	寒冰石	1	10
403082	1	64000004	落日岩浆	1	10
403082	1	64000005	水晶矿脉	1	10
403082	1	64000006	有毒泥浆	1	10
403082	1	64000007	海洋珍珠	1	10
403082	1	64000008	龙骨碎片	1	10
403082	1	64000009	刀锋碎片	1	10
403082	1	64000010	戈壁石	1	10
403082	1	64000011	燃烧心脏	1	10
403082	1	64000012	龙人鳞片	1	10
403083	1	64000001	红袍碎片	1	10
403083	1	64000002	时之沙	1	10
403083	1	64000003	寒冰石	1	10
403083	1	64000004	落日岩浆	1	10
403083	1	64000005	水晶矿脉	1	10
403083	1	64000006	有毒泥浆	1	10
403083	1	64000007	海洋珍珠	1	10
403083	1	64000008	龙骨碎片	1	10
403083	1	64000009	刀锋碎片	1	10
403083	1	64000010	戈壁石	1	10
403083	1	64000011	燃烧心脏	1	10
403083	1	64000012	龙人鳞片	1	10
403084	1	64000001	红袍碎片	1	10
403084	1	64000002	时之沙	1	10
403084	1	64000003	寒冰石	1	10
403084	1	64000004	落日岩浆	1	10
403084	1	64000005	水晶矿脉	1	10
403084	1	64000006	有毒泥浆	1	10
403084	1	64000007	海洋珍珠	1	10
403084	1	64000008	龙骨碎片	1	10
403084	1	64000009	刀锋碎片	1	10
403084	1	64000010	戈壁石	1	10
403084	1	64000011	燃烧心脏	1	10
403084	1	64000012	龙人鳞片	1	10
403085	1	64000001	红袍碎片	1	10
403085	1	64000002	时之沙	1	10
403085	1	64000003	寒冰石	1	10
403085	1	64000004	落日岩浆	1	10
403085	1	64000005	水晶矿脉	1	10
403085	1	64000006	有毒泥浆	1	10
403085	1	64000007	海洋珍珠	1	10
403085	1	64000008	龙骨碎片	1	10
403085	1	64000009	刀锋碎片	1	10
403085	1	64000010	戈壁石	1	10
403085	1	64000011	燃烧心脏	1	10
403085	1	64000012	龙人鳞片	1	10
403086	1	64000001	红袍碎片	1	10
403086	1	64000002	时之沙	1	10
403086	1	64000003	寒冰石	1	10
403086	1	64000004	落日岩浆	1	10
403086	1	64000005	水晶矿脉	1	10
403086	1	64000006	有毒泥浆	1	10
403086	1	64000007	海洋珍珠	1	10
403086	1	64000008	龙骨碎片	1	10
403086	1	64000009	刀锋碎片	1	10
403086	1	64000010	戈壁石	1	10
403086	1	64000011	燃烧心脏	1	10
403086	1	64000012	龙人鳞片	1	10
403087	1	64000001	红袍碎片	1	10
403087	1	64000002	时之沙	1	10
403087	1	64000003	寒冰石	1	10
403087	1	64000004	落日岩浆	1	10
403087	1	64000005	水晶矿脉	1	10
403087	1	64000006	有毒泥浆	1	10
403087	1	64000007	海洋珍珠	1	10
403087	1	64000008	龙骨碎片	1	10
403087	1	64000009	刀锋碎片	1	10
403087	1	64000010	戈壁石	1	10
403087	1	64000011	燃烧心脏	1	10
403087	1	64000012	龙人鳞片	1	10
403088	1	64000001	红袍碎片	1	10
403088	1	64000002	时之沙	1	10
403088	1	64000003	寒冰石	1	10
403088	1	64000004	落日岩浆	1	10
403088	1	64000005	水晶矿脉	1	10
403088	1	64000006	有毒泥浆	1	10
403088	1	64000007	海洋珍珠	1	10
403088	1	64000008	龙骨碎片	1	10
403088	1	64000009	刀锋碎片	1	10
403088	1	64000010	戈壁石	1	10
403088	1	64000011	燃烧心脏	1	10
403088	1	64000012	龙人鳞片	1	10
403089	1	64000001	红袍碎片	1	10
403089	1	64000002	时之沙	1	10
403089	1	64000003	寒冰石	1	10
403089	1	64000004	落日岩浆	1	10
403089	1	64000005	水晶矿脉	1	10
403089	1	64000006	有毒泥浆	1	10
403089	1	64000007	海洋珍珠	1	10
403089	1	64000008	龙骨碎片	1	10
403089	1	64000009	刀锋碎片	1	10
403089	1	64000010	戈壁石	1	10
403089	1	64000011	燃烧心脏	1	10
403089	1	64000012	龙人鳞片	1	10
403090	1	64000001	红袍碎片	1	10
403090	1	64000002	时之沙	1	10
403090	1	64000003	寒冰石	1	10
403090	1	64000004	落日岩浆	1	10
403090	1	64000005	水晶矿脉	1	10
403090	1	64000006	有毒泥浆	1	10
403090	1	64000007	海洋珍珠	1	10
403090	1	64000008	龙骨碎片	1	10
403090	1	64000009	刀锋碎片	1	10
403090	1	64000010	戈壁石	1	10
403090	1	64000011	燃烧心脏	1	10
403090	1	64000012	龙人鳞片	1	10
403091	1	64000001	红袍碎片	1	10
403091	1	64000002	时之沙	1	10
403091	1	64000003	寒冰石	1	10
403091	1	64000004	落日岩浆	1	10
403091	1	64000005	水晶矿脉	1	10
403091	1	64000006	有毒泥浆	1	10
403091	1	64000007	海洋珍珠	1	10
403091	1	64000008	龙骨碎片	1	10
403091	1	64000009	刀锋碎片	1	10
403091	1	64000010	戈壁石	1	10
403091	1	64000011	燃烧心脏	1	10
403091	1	64000012	龙人鳞片	1	10
403092	1	64000001	红袍碎片	1	10
403092	1	64000002	时之沙	1	10
403092	1	64000003	寒冰石	1	10
403092	1	64000004	落日岩浆	1	10
403092	1	64000005	水晶矿脉	1	10
403092	1	64000006	有毒泥浆	1	10
403092	1	64000007	海洋珍珠	1	10
403092	1	64000008	龙骨碎片	1	10
403092	1	64000009	刀锋碎片	1	10
403092	1	64000010	戈壁石	1	10
403092	1	64000011	燃烧心脏	1	10
403092	1	64000012	龙人鳞片	1	10
403093	1	64000001	红袍碎片	1	10
403093	1	64000002	时之沙	1	10
403093	1	64000003	寒冰石	1	10
403093	1	64000004	落日岩浆	1	10
403093	1	64000005	水晶矿脉	1	10
403093	1	64000006	有毒泥浆	1	10
403093	1	64000007	海洋珍珠	1	10
403093	1	64000008	龙骨碎片	1	10
403093	1	64000009	刀锋碎片	1	10
403093	1	64000010	戈壁石	1	10
403093	1	64000011	燃烧心脏	1	10
403093	1	64000012	龙人鳞片	1	10
403094	1	64000001	红袍碎片	1	10
403094	1	64000002	时之沙	1	10
403094	1	64000003	寒冰石	1	10
403094	1	64000004	落日岩浆	1	10
403094	1	64000005	水晶矿脉	1	10
403094	1	64000006	有毒泥浆	1	10
403094	1	64000007	海洋珍珠	1	10
403094	1	64000008	龙骨碎片	1	10
403094	1	64000009	刀锋碎片	1	10
403094	1	64000010	戈壁石	1	10
403094	1	64000011	燃烧心脏	1	10
403094	1	64000012	龙人鳞片	1	10
403095	1	64000001	红袍碎片	1	10
403095	1	64000002	时之沙	1	10
403095	1	64000003	寒冰石	1	10
403095	1	64000004	落日岩浆	1	10
403095	1	64000005	水晶矿脉	1	10
403095	1	64000006	有毒泥浆	1	10
403095	1	64000007	海洋珍珠	1	10
403095	1	64000008	龙骨碎片	1	10
403095	1	64000009	刀锋碎片	1	10
403095	1	64000010	戈壁石	1	10
403095	1	64000011	燃烧心脏	1	10
403095	1	64000012	龙人鳞片	1	10
403096	1	64000001	红袍碎片	1	10
403096	1	64000002	时之沙	1	10
403096	1	64000003	寒冰石	1	10
403096	1	64000004	落日岩浆	1	10
403096	1	64000005	水晶矿脉	1	10
403096	1	64000006	有毒泥浆	1	10
403096	1	64000007	海洋珍珠	1	10
403096	1	64000008	龙骨碎片	1	10
403096	1	64000009	刀锋碎片	1	10
403096	1	64000010	戈壁石	1	10
403096	1	64000011	燃烧心脏	1	10
403096	1	64000012	龙人鳞片	1	10
403097	1	64000001	红袍碎片	1	10
403097	1	64000002	时之沙	1	10
403097	1	64000003	寒冰石	1	10
403097	1	64000004	落日岩浆	1	10
403097	1	64000005	水晶矿脉	1	10
403097	1	64000006	有毒泥浆	1	10
403097	1	64000007	海洋珍珠	1	10
403097	1	64000008	龙骨碎片	1	10
403097	1	64000009	刀锋碎片	1	10
403097	1	64000010	戈壁石	1	10
403097	1	64000011	燃烧心脏	1	10
403097	1	64000012	龙人鳞片	1	10
403098	1	64000001	红袍碎片	1	10
403098	1	64000002	时之沙	1	10
403098	1	64000003	寒冰石	1	10
403098	1	64000004	落日岩浆	1	10
403098	1	64000005	水晶矿脉	1	10
403098	1	64000006	有毒泥浆	1	10
403098	1	64000007	海洋珍珠	1	10
403098	1	64000008	龙骨碎片	1	10
403098	1	64000009	刀锋碎片	1	10
403098	1	64000010	戈壁石	1	10
403098	1	64000011	燃烧心脏	1	10
403098	1	64000012	龙人鳞片	1	10
403099	1	64000001	红袍碎片	1	10
403099	1	64000002	时之沙	1	10
403099	1	64000003	寒冰石	1	10
403099	1	64000004	落日岩浆	1	10
403099	1	64000005	水晶矿脉	1	10
403099	1	64000006	有毒泥浆	1	10
403099	1	64000007	海洋珍珠	1	10
403099	1	64000008	龙骨碎片	1	10
403099	1	64000009	刀锋碎片	1	10
403099	1	64000010	戈壁石	1	10
403099	1	64000011	燃烧心脏	1	10
403099	1	64000012	龙人鳞片	1	10
403100	1	64000001	红袍碎片	1	10
403100	1	64000002	时之沙	1	10
403100	1	64000003	寒冰石	1	10
403100	1	64000004	落日岩浆	1	10
403100	1	64000005	水晶矿脉	1	10
403100	1	64000006	有毒泥浆	1	10
403100	1	64000007	海洋珍珠	1	10
403100	1	64000008	龙骨碎片	1	10
403100	1	64000009	刀锋碎片	1	10
403100	1	64000010	戈壁石	1	10
403100	1	64000011	燃烧心脏	1	10
403100	1	64000012	龙人鳞片	1	10
404001	1	41002001	蛛丝衬衫	1	1000
404001	1	41003001	哥布林骨盔	1	1000
404001	1	41004001	蛛丝薄靴	1	1000
404001	1	41005001	蛛丝长裤	1	1000
404002	1	41002001	蛛丝衬衫	1	500
404002	1	41003001	哥布林骨盔	1	500
404002	1	41004001	蛛丝薄靴	1	500
404002	1	41005001	蛛丝长裤	1	500
404003	1	41002001	蛛丝衬衫	1	250
404003	1	41003001	哥布林骨盔	1	250
404003	1	41004001	蛛丝薄靴	1	250
404003	1	41005001	蛛丝长裤	1	250
404004	1	41002001	蛛丝衬衫	1	250
404004	1	41003001	哥布林骨盔	1	250
404004	1	41004001	蛛丝薄靴	1	250
404004	1	41005001	蛛丝长裤	1	250
404005	1	41002001	蛛丝衬衫	1	250
404005	1	41003001	哥布林骨盔	1	250
404005	1	41004001	蛛丝薄靴	1	250
404005	1	41005001	蛛丝长裤	1	250
404006	1	41002002	红炎长袍	1	750
404006	1	41003002	精灵头盔	1	750
404006	1	41004002	狼人皮靴	1	750
404006	1	41005002	猫妖皮毛短裤	1	750
404007	1	41002002	红炎长袍	1	375
404007	1	41003002	精灵头盔	1	375
404007	1	41004002	狼人皮靴	1	375
404007	1	41005002	猫妖皮毛短裤	1	375
404008	1	41002002	红炎长袍	1	125
404008	1	41003002	精灵头盔	1	125
404008	1	41004002	狼人皮靴	1	125
